
Page||Recent Revisions||Total Revisions||Recent Reverts||Total Reverts||Recent Contention||Total Contention
舞-乙HiME/log20120619||4089||4089||2||2||4.891171435558817E-4||4.891171435558817E-4
新世紀エヴァンゲリオン||4088||4088||132||132||0.03228962818003914||0.03228962818003914
M-1グランプリ||4085||4085||35||35||0.008567931456548347||0.008567931456548347
早稲田大学の人物一覧||4031||4031||32||32||0.007938476804763086||0.007938476804763086
サザエさんの登場人物||4014||4014||191||191||0.047583457897359245||0.047583457897359245
奥州市||4001||4001||11||11||0.002749312671832042||0.002749312671832042
銀魂/log20081129||4001||4001||15||15||0.003749062734316421||0.003749062734316421
パワーパフガールズ||4000||4000||48||48||0.012||0.012
東京都出身の人物一覧||4000||4000||21||21||0.00525||0.00525
小沢一郎||3990||3990||166||166||0.04160401002506266||0.04160401002506266
明石家さんま||3979||3979||121||121||0.03040965066599648||0.03040965066599648
太鼓の達人||3948||3948||103||103||0.02608915906788247||0.02608915906788247
黒子のバスケ||3947||3947||95||95||0.024068913098555866||0.024068913098555866
明治大学||3945||3945||101||101||0.025602027883396706||0.025602027883396706
日本プロサッカーリーグ||3935||3935||93||93||0.02363405336721728||0.02363405336721728
櫻井孝宏||3935||3935||89||89||0.022617534942820837||0.022617534942820837
広島県出身の人物一覧||3923||3923||15||15||0.003823604384399694||0.003823604384399694
2015年のテレビ (日本)||3914||3914||24||24||0.0061318344404701075||0.0061318344404701075
大韓民国||3912||3912||263||263||0.06722903885480573||0.06722903885480573
国鉄485系電車||3910||3910||53||53||0.013554987212276215||0.013554987212276215
笑点/log20110201||3890||3890||19||19||0.004884318766066838||0.004884318766066838
北海道日本ハムファイターズ||3887||3887||72||72||0.01852328273732956||0.01852328273732956
愛知県出身の人物一覧||3882||3882||34||34||0.008758371973209686||0.008758371973209686
鈴村健一||3877||3877||77||77||0.019860717049264894||0.019860717049264894
BLEACH/log20080419||3877||3877||20||20||0.005158627805003869||0.005158627805003869
獣電戦隊キョウリュウジャー||3869||3869||135||135||0.0348927371413802||0.0348927371413802
モンスターハンターのモンスター一覧||3865||3865||55||55||0.014230271668822769||0.014230271668822769
B'z||3855||3855||186||186||0.04824902723735409||0.04824902723735409
テレビ神奈川||3850||3850||29||29||0.007532467532467533||0.007532467532467533
NARUTO -ナルト-||3845||3845||96||96||0.024967490247074123||0.024967490247074123
仮面ライダーW/log20110201||3843||3843||77||77||0.020036429872495445||0.020036429872495445
仮面ライダーシリーズ登場怪人一覧||3832||3832||284||284||0.07411273486430063||0.07411273486430063
福岡県出身の人物一覧||3822||3822||50||50||0.013082155939298797||0.013082155939298797
大喜利 (笑点)||3822||3822||129||129||0.033751962323390894||0.033751962323390894
創価学会||3822||3822||350||350||0.09157509157509157||0.09157509157509157
ドラえもん||3817||3817||193||193||0.0505632695834425||0.0505632695834425
そこまで言って委員会NP||3807||3807||61||61||0.016023115313895456||0.016023115313895456
NARUTO -ナルト-の登場人物/log20120612||3800||3800||87||87||0.022894736842105263||0.022894736842105263
アンパンマンの登場人物一覧/log20120613||3798||3798||69||69||0.018167456556082148||0.018167456556082148
ナインティナインのオールナイトニッポン||3795||3795||31||31||0.008168642951251647||0.008168642951251647
ウルトラマンメビウス/log20100825||3792||3792||39||39||0.010284810126582278||0.010284810126582278
ミュージックステーション/log20120615||3784||3784||15||15||0.003964059196617336||0.003964059196617336
EXILE/log 20120611||3778||3778||54||54||0.014293276866066702||0.014293276866066702
クイズダービー||3775||3775||95||95||0.025165562913907286||0.025165562913907286
機動戦士ガンダム00||3773||3773||84||84||0.022263450834879406||0.022263450834879406
アメリカ横断ウルトラクイズ||3772||3772||19||19||0.00503711558854719||0.00503711558854719
銀魂の登場人物一覧/log20080904||3752||3752||3||3||7.995735607675906E-4||7.995735607675906E-4
浦和レッドダイヤモンズ||3749||3749||88||88||0.0234729261136303||0.0234729261136303
二宮和也||3747||3747||182||182||0.048572191086202296||0.048572191086202296
福岡ソフトバンクホークス||3732||3732||86||86||0.02304394426580922||0.02304394426580922
静岡市||3725||3725||45||45||0.012080536912751677||0.012080536912751677
クレヨンしんちゃん||3717||3717||56||56||0.015065913370998116||0.015065913370998116
第二次世界大戦/log20120619||3712||3712||37||37||0.009967672413793104||0.009967672413793104
TBSテレビ||3697||3697||118||118||0.03191777116581011||0.03191777116581011
ONE PIECE/log||3694||3694||29||29||0.00785056848944234||0.00785056848944234
日本共産党||3690||3690||176||176||0.04769647696476965||0.04769647696476965
週刊少年ジャンプ||3683||3683||85||85||0.02307901167526473||0.02307901167526473
NHK紅白歌合戦||3661||3661||118||118||0.03223163070199399||0.03223163070199399
野球道 (フジテレビ系列)||3658||3658||26||26||0.007107709130672498||0.007107709130672498
Hey! Say! JUMP||3655||3655||197||197||0.05389876880984952||0.05389876880984952
クイズ!ヘキサゴンII/log20090401||3650||3650||31||31||0.008493150684931507||0.008493150684931507
ちびまる子ちゃんの登場人物||3647||3647||146||146||0.0400329037565122||0.0400329037565122
クレヨンしんちゃんの登場人物一覧||3644||3644||109||109||0.02991218441273326||0.02991218441273326
全日本プロレス||3640||3640||19||19||0.0052197802197802195||0.0052197802197802195
D.Gray-man||3640||3640||26||26||0.007142857142857143||0.007142857142857143
Fun!BASEBALL!!||3634||3634||35||35||0.009631260319207484||0.009631260319207484
ゲゲゲの鬼太郎 (アニメ)||3628||3628||94||94||0.025909592061742006||0.025909592061742006
乃木坂46||3626||3626||374||374||0.10314396028681742||0.10314396028681742
おかあさんといっしょ||3622||3622||44||44||0.012147984538928768||0.012147984538928768
ジャニーズ事務所||3620||3620||113||113||0.031215469613259668||0.031215469613259668
こちら葛飾区亀有公園前派出所||3617||3617||52||52||0.014376555156206802||0.014376555156206802
関ジャニ∞||3617||3617||92||92||0.02543544373790434||0.02543544373790434
コードギアス 反逆のルルーシュ/log20080407||3610||3610||21||21||0.005817174515235457||0.005817174515235457
モヤモヤさまぁ〜ず2||3609||3609||34||34||0.00942089221390967||0.00942089221390967
吉本総合芸能学院||3607||3607||31||31||0.008594399778209038||0.008594399778209038
水戸黄門 (パナソニック ドラマシアター)||3604||3604||15||15||0.004162042175360711||0.004162042175360711
日本/log20090827||3601||3601||74||74||0.02054984726464871||0.02054984726464871
家庭教師ヒットマンREBORN!/log20100415||3591||3591||128||128||0.03564466722361459||0.03564466722361459
スッキリ (テレビ番組)||3588||3588||54||54||0.015050167224080268||0.015050167224080268
麻生太郎||3587||3587||172||172||0.0479509339280736||0.0479509339280736
テニスの王子様の登場人物/log20120614||3586||3586||11||11||0.003067484662576687||0.003067484662576687
ハピネスチャージプリキュア!||3586||3586||159||159||0.04433909648633575||0.04433909648633575
横浜DeNAベイスターズ||3577||3577||110||110||0.030752026838132513||0.030752026838132513
天装戦隊ゴセイジャー||3570||3570||99||99||0.02773109243697479||0.02773109243697479
2018年のテレビ (日本)||3567||3567||51||51||0.014297729184188394||0.014297729184188394
スーパーベースボール (テレビ朝日系列)||3566||3566||22||22||0.0061693774537296695||0.0061693774537296695
日本テレビ放送網||3564||3564||55||55||0.015432098765432098||0.015432098765432098
杉田智和||3561||3561||113||113||0.03173265936534681||0.03173265936534681
毎日放送||3555||3555||33||33||0.009282700421940928||0.009282700421940928
2017年のテレビ (日本)||3551||3551||27||27||0.007603491974091805||0.007603491974091805
プレイステーション3/log20100415||3548||3548||50||50||0.014092446448703494||0.014092446448703494
仮面ライダーオーズ/OOO/log20120616||3547||3547||81||81||0.022836199605300252||0.022836199605300252
3DCGソフトウェア||3545||3545||6||6||0.001692524682651622||0.001692524682651622
神谷浩史||3536||3536||167||167||0.047228506787330315||0.047228506787330315
千葉ロッテマリーンズ||3535||3535||94||94||0.026591230551626592||0.026591230551626592
日本体育大学||3530||3530||11||11||0.0031161473087818695||0.0031161473087818695
日本の漫画家一覧||3529||3529||4||4||0.0011334655709832814||0.0011334655709832814
破面||3519||3519||24||24||0.0068201193520886615||0.0068201193520886615
おはスタ||3516||3516||48||48||0.013651877133105802||0.013651877133105802
Axis powers ヘタリア||3516||3516||49||49||0.013936291240045506||0.013936291240045506
宮野真守||3505||3505||119||119||0.033951497860199714||0.033951497860199714
ネプリーグ/log20091026||3501||3501||10||10||0.0028563267637817767||0.0028563267637817767
涼宮ハルヒシリーズ/log20090701||3492||3492||76||76||0.021764032073310423||0.021764032073310423
石田彰||3488||3488||48||48||0.013761467889908258||0.013761467889908258
エンタの神様/log20091223||3480||3480||28||28||0.008045977011494253||0.008045977011494253
鹿島アントラーズ||3478||3478||76||76||0.02185163887291547||0.02185163887291547
森川智之||3478||3478||52||52||0.014951121334100058||0.014951121334100058
ハロー!プロジェクト||3472||3472||68||68||0.019585253456221197||0.019585253456221197
AKB48のオールナイトニッポン||3470||3470||164||164||0.04726224783861672||0.04726224783861672
海軍 (ONE PIECE)||3465||3465||249||249||0.07186147186147186||0.07186147186147186
DEATH NOTEの登場人物||3454||3454||19||19||0.0055008685581933985||0.0055008685581933985
逆転裁判||3453||3453||46||46||0.01332174920359108||0.01332174920359108
織田信長||3450||3450||184||184||0.05333333333333334||0.05333333333333334
仙台市||3444||3444||52||52||0.015098722415795587||0.015098722415795587
とある魔術の禁書目録||3443||3443||160||160||0.046471100784199824||0.046471100784199824
ケロロ軍曹の登場人物一覧/log20090210||3436||3436||5||5||0.0014551804423748546||0.0014551804423748546
オールナイトニッポン||3435||3435||42||42||0.01222707423580786||0.01222707423580786
帝京大学||3432||3432||81||81||0.0236013986013986||0.0236013986013986
沢城みゆき||3424||3424||99||99||0.02891355140186916||0.02891355140186916
ガールズ&パンツァー||3424||3424||116||116||0.03387850467289719||0.03387850467289719
水曜どうでしょう||3421||3421||22||22||0.006430868167202572||0.006430868167202572
サザエさん (テレビアニメ)||3421||3421||157||157||0.045893013738672904||0.045893013738672904
仮面ライダーエグゼイド||3420||3420||119||119||0.0347953216374269||0.0347953216374269
浪川大輔||3415||3415||62||62||0.01815519765739385||0.01815519765739385
中部日本放送||3412||3412||14||14||0.004103165298944901||0.004103165298944901
東京大学の人物一覧||3412||3412||25||25||0.007327080890973036||0.007327080890973036
2016年のテレビ (日本)||3398||3398||23||23||0.006768687463213655||0.006768687463213655
日本放送協会||3396||3396||138||138||0.04063604240282685||0.04063604240282685
UHFアニメ||3393||3393||11||11||0.0032419687592101384||0.0032419687592101384
仮面ライダードライブ||3391||3391||156||156||0.0460041285756414||0.0460041285756414
北海道出身の人物一覧||3383||3383||44||44||0.01300620750812888||0.01300620750812888
FAIRY TAILの登場人物||3370||3370||180||180||0.05341246290801187||0.05341246290801187
慶應義塾大学の人物一覧||3370||3370||55||55||0.016320474777448073||0.016320474777448073
自由民主党 (日本)||3366||3366||165||165||0.049019607843137254||0.049019607843137254
宇宙戦艦ヤマト2199||3364||3364||35||35||0.010404280618311534||0.010404280618311534
イチロー||3360||3360||185||185||0.05505952380952381||0.05505952380952381
広島東洋カープ||3357||3357||122||122||0.03634197199880846||0.03634197199880846
探偵!ナイトスクープ||3352||3352||38||38||0.011336515513126491||0.011336515513126491
ケロロ軍曹||3350||3350||26||26||0.007761194029850746||0.007761194029850746
東京駅||3350||3350||107||107||0.03194029850746269||0.03194029850746269
Nスタ||3348||3348||56||56||0.016726403823178016||0.016726403823178016
サザンオールスターズ||3341||3341||85||85||0.025441484585453457||0.025441484585453457
ONE PIECE (アニメ)||3337||3337||107||107||0.03206472879832185||0.03206472879832185
一橋大学の人物一覧||3323||3323||12||12||0.0036111947035811012||0.0036111947035811012
NMB48||3308||3308||160||160||0.04836759371221282||0.04836759371221282
連続テレビ小説||3290||3290||101||101||0.030699088145896655||0.030699088145896655
マイケル・ジャクソン||3290||3290||110||110||0.03343465045592705||0.03343465045592705
ドラえもん (1979年のテレビアニメ)||3284||3284||52||52||0.015834348355663823||0.015834348355663823
東北楽天ゴールデンイーグルス||3281||3281||90||90||0.027430661383724474||0.027430661383724474
ウルトラマン||3275||3275||120||120||0.0366412213740458||0.0366412213740458
新庄剛志||3274||3274||25||25||0.0076359193646915085||0.0076359193646915085
国鉄103系電車||3273||3273||54||54||0.016498625114573784||0.016498625114573784
キン肉マンの登場人物||3271||3271||28||28||0.008560073372057475||0.008560073372057475
仮面ライダーカブト||3264||3264||59||59||0.018075980392156864||0.018075980392156864
DEATH NOTE||3263||3263||55||55||0.01685565430585351||0.01685565430585351
大阪府出身の人物一覧||3255||3255||22||22||0.006758832565284178||0.006758832565284178
小野大輔||3255||3255||62||62||0.01904761904761905||0.01904761904761905
クイズ!ヘキサゴンII||3251||3251||132||132||0.04060289141802522||0.04060289141802522
機動戦士ガンダム 鉄血のオルフェンズ||3250||3250||117||117||0.036||0.036
ズームイン!!SUPER/log20091228||3247||3247||8||8||0.0024638127502309825||0.0024638127502309825
Dr.スランプ||3243||3243||52||52||0.016034535923527597||0.016034535923527597
スマイルプリキュア!||3242||3242||152||152||0.04688463911165947||0.04688463911165947
日産自動車||3238||3238||69||69||0.02130945027794935||0.02130945027794935
手塚治虫||3235||3235||35||35||0.010819165378670788||0.010819165378670788
Dr.スランプ アラレちゃん||3235||3235||56||56||0.01731066460587326||0.01731066460587326
ONE PIECE||3228||3228||387||387||0.11988847583643122||0.11988847583643122
徳川家康||3223||3223||179||179||0.05553831833695315||0.05553831833695315
仮面ライダーウィザード||3220||3220||113||113||0.035093167701863354||0.035093167701863354
ダウンタウンのガキの使いやあらへんで!!の企画||3216||3216||34||34||0.010572139303482588||0.010572139303482588
AAA (音楽グループ)||3198||3198||94||94||0.029393370856785492||0.029393370856785492
ドラえもんの登場人物一覧||3194||3194||132||132||0.041327489041953665||0.041327489041953665
能登麻美子||3191||3191||67||67||0.020996552804763396||0.020996552804763396
DDTプロレスリング||3189||3189||6||6||0.0018814675446848542||0.0018814675446848542
東京喰種トーキョーグール||3188||3188||26||26||0.008155583437892095||0.008155583437892095
とある魔術の禁書目録の登場人物||3186||3186||159||159||0.04990583804143126||0.04990583804143126
子安武人||3184||3184||47||47||0.014761306532663316||0.014761306532663316
ダウンタウンのガキの使いやあらへんで!||3181||3181||41||41||0.012889028607356178||0.012889028607356178
堀江由衣||3174||3174||48||48||0.015122873345935728||0.015122873345935728
秋田放送||3148||3148||8||8||0.0025412960609911056||0.0025412960609911056
全国高等学校クイズ選手権||3147||3147||72||72||0.022878932316491896||0.022878932316491896
今井麻美||3147||3147||77||77||0.024467747060692723||0.024467747060692723
法政大学の人物一覧||3147||3147||21||21||0.00667302192564347||0.00667302192564347
王貞治||3130||3130||65||65||0.020766773162939296||0.020766773162939296
獣拳戦隊ゲキレンジャー||3126||3126||94||94||0.030070377479206652||0.030070377479206652
Perfume||3126||3126||125||125||0.0399872040946897||0.0399872040946897
金色のガッシュ!!の登場人物||3124||3124||18||18||0.005761843790012804||0.005761843790012804
夫婦別姓||3121||3121||43||43||0.013777635373277796||0.013777635373277796
釘宮理恵||3121||3121||94||94||0.03011855174623518||0.03011855174623518
中日ドラゴンズ||3120||3120||82||82||0.026282051282051282||0.026282051282051282
東京放送ホールディングス||3119||3119||40||40||0.012824623276691247||0.012824623276691247
錦戸亮||3116||3116||92||92||0.029525032092426188||0.029525032092426188
侍戦隊シンケンジャー||3110||3110||85||85||0.027331189710610933||0.027331189710610933
世界一の一覧||3109||3109||41||41||0.013187520102926986||0.013187520102926986
ポケットモンスター (アニメ)||3096||3096||42||42||0.013565891472868217||0.013565891472868217
白鵬翔||3096||3096||96||96||0.031007751937984496||0.031007751937984496
名探偵コナン (アニメ)||3094||3094||81||81||0.026179702650290886||0.026179702650290886
ケロロ軍曹 (アニメ)||3093||3093||34||34||0.010992563853863564||0.010992563853863564
前田敦子||3092||3092||382||382||0.12354463130659767||0.12354463130659767
ドキドキ!プリキュア||3088||3088||80||80||0.025906735751295335||0.025906735751295335
タモリ||3087||3087||142||142||0.045999352121801104||0.045999352121801104
大野智||3086||3086||135||135||0.043745949449125084||0.043745949449125084
日本航空||3084||3084||61||61||0.019779507133592736||0.019779507133592736
クイズ世界はSHOW by ショーバイ!!||3084||3084||20||20||0.00648508430609598||0.00648508430609598
東海道新幹線||3080||3080||89||89||0.028896103896103895||0.028896103896103895
暗殺教室||3074||3074||128||128||0.04163955757970072||0.04163955757970072
世界平和統一家庭連合||3070||3070||111||111||0.03615635179153094||0.03615635179153094
ハヤテのごとく!の登場人物||3067||3067||97||97||0.03162699706553636||0.03162699706553636
進撃の巨人||3067||3067||89||89||0.029018584936419956||0.029018584936419956
バイキング (テレビ番組)||3067||3067||43||43||0.014020215194000651||0.014020215194000651
松井秀喜||3066||3066||117||117||0.03816046966731898||0.03816046966731898
日本||3066||3066||406||406||0.1324200913242009||0.1324200913242009
SCHOOL OF LOCK!||3065||3065||30||30||0.009787928221859706||0.009787928221859706
新宿駅||3059||3059||56||56||0.018306636155606407||0.018306636155606407
Run for money 逃走中||3053||3053||75||75||0.024566000655093352||0.024566000655093352
仮面ライダーディケイド||3053||3053||151||151||0.049459547985587944||0.049459547985587944
HUNTER×HUNTERの登場人物||3052||3052||59||59||0.019331585845347315||0.019331585845347315
諏訪部順一||3050||3050||65||65||0.021311475409836064||0.021311475409836064
仮面ライダーゴースト||3044||3044||212||212||0.06964520367936924||0.06964520367936924
ポルノグラフィティ||3030||3030||56||56||0.018481848184818482||0.018481848184818482
オリックス・バファローズ||3029||3029||55||55||0.018157807857378673||0.018157807857378673
笑ってはいけないシリーズ||3027||3027||27||27||0.008919722497522299||0.008919722497522299
常磐線||3026||3026||56||56||0.018506278916060808||0.018506278916060808
Fate/stay night||3022||3022||73||73||0.024156187954996692||0.024156187954996692
菅直人||3019||3019||161||161||0.05332891685988738||0.05332891685988738
クレヨンしんちゃん (アニメ)||3018||3018||116||116||0.038436050364479786||0.038436050364479786
ももいろクローバーZ||3016||3016||140||140||0.046419098143236075||0.046419098143236075
2014年のテレビ (日本)||3016||3016||12||12||0.003978779840848806||0.003978779840848806
中村悠一||3011||3011||97||97||0.0322152108933909||0.0322152108933909
静岡放送||3009||3009||50||50||0.01661681621801263||0.01661681621801263
プロレスリング・ノア||3005||3005||30||30||0.009983361064891847||0.009983361064891847
轟轟戦隊ボウケンジャー||2994||2994||48||48||0.01603206412825651||0.01603206412825651
福山雅治||2993||2993||84||84||0.028065486134313398||0.028065486134313398
仮面ライダービルド||2993||2993||87||87||0.02906782492482459||0.02906782492482459
行列のできる法律相談所||2991||2991||115||115||0.03844867937144768||0.03844867937144768
東京ヤクルトスワローズ||2988||2988||87||87||0.029116465863453816||0.029116465863453816
山寺宏一||2984||2984||59||59||0.019772117962466487||0.019772117962466487
DRAGON GATE||2980||2980||32||32||0.010738255033557046||0.010738255033557046
News every.||2973||2973||95||95||0.03195425496131853||0.03195425496131853
こちら葛飾区亀有公園前派出所の登場人物||2969||2969||80||80||0.02694509936005389||0.02694509936005389
新幹線||2967||2967||87||87||0.029322548028311426||0.029322548028311426
新潟市||2961||2961||39||39||0.013171225937183385||0.013171225937183385
AKBINGO!||2959||2959||124||124||0.04190604934099358||0.04190604934099358
古畑任三郎||2956||2956||23||23||0.007780784844384303||0.007780784844384303
トリビアの泉 〜素晴らしきムダ知識〜||2954||2954||28||28||0.009478672985781991||0.009478672985781991
THE IDOLM@STERの登場人物||2952||2952||113||113||0.03827913279132791||0.03827913279132791
魔人探偵脳噛ネウロ||2949||2949||10||10||0.00339097999321804||0.00339097999321804
らき☆すた||2947||2947||40||40||0.013573125212080081||0.013573125212080081
MAJORの登場人物||2943||2943||45||45||0.01529051987767584||0.01529051987767584
マジカル頭脳パワー!!||2940||2940||41||41||0.013945578231292517||0.013945578231292517
京都放送||2937||2937||24||24||0.008171603677221655||0.008171603677221655
全日本空輸||2935||2935||32||32||0.01090289608177172||0.01090289608177172
コード・ブルー -ドクターヘリ緊急救命-||2931||2931||96||96||0.032753326509723645||0.032753326509723645
喜多村英梨||2926||2926||106||106||0.036226930963773066||0.036226930963773066
山下智久||2924||2924||156||156||0.0533515731874145||0.0533515731874145
News zero||2921||2921||54||54||0.018486819582334817||0.018486819582334817
東京大学||2920||2920||95||95||0.032534246575342464||0.032534246575342464
FNNスーパーニュース||2917||2917||19||19||0.006513541309564621||0.006513541309564621
BUMP OF CHICKEN||2915||2915||85||85||0.029159519725557463||0.029159519725557463
天皇||2912||2912||263||263||0.09031593406593406||0.09031593406593406
SMAP×SMAP||2910||2910||43||43||0.014776632302405498||0.014776632302405498
妖怪ウォッチ||2910||2910||64||64||0.021993127147766325||0.021993127147766325
Kis-My-Ft2||2906||2906||169||169||0.058155540261527874||0.058155540261527874
ゲームセンターCXの放送内容||2905||2905||15||15||0.0051635111876075735||0.0051635111876075735
SLAM DUNKの登場人物||2891||2891||26||26||0.008993427879626427||0.008993427879626427
桃太郎電鉄シリーズ||2885||2885||16||16||0.005545927209705373||0.005545927209705373
魔法少女まどか☆マギカ||2885||2885||187||187||0.06481802426343154||0.06481802426343154
NHKのアナウンサー一覧||2879||2879||28||28||0.009725599166377214||0.009725599166377214
バンプレストオリジナルのキャラクター一覧||2878||2878||6||6||0.0020847810979847115||0.0020847810979847115
アンパンマンの登場人物一覧||2878||2878||77||77||0.026754690757470466||0.026754690757470466
植田佳奈||2876||2876||82||82||0.02851182197496523||0.02851182197496523
HiGH&LOW〜THE STORY OF S.W.O.R.D.〜||2866||2866||8||8||0.0027913468248429866||0.0027913468248429866
北海道放送||2864||2864||12||12||0.004189944134078212||0.004189944134078212
2006年||2863||2863||52||52||0.018162766329025498||0.018162766329025498
紙兎ロペ||2862||2862||11||11||0.003843466107617051||0.003843466107617051
ガンダムシリーズの登場機動兵器一覧||2855||2855||15||15||0.005253940455341506||0.005253940455341506
まれ||2855||2855||82||82||0.0287215411558669||0.0287215411558669
近畿日本鉄道||2847||2847||43||43||0.01510361784334387||0.01510361784334387
小室哲哉||2844||2844||25||25||0.008790436005625879||0.008790436005625879
ローゼンメイデン/history 20130917||2843||2843||43||43||0.015124868097080548||0.015124868097080548
発車メロディ||2842||2842||20||20||0.007037297677691766||0.007037297677691766
クイズタイムショック||2839||2839||23||23||0.008101444170482565||0.008101444170482565
ちびまる子ちゃん||2838||2838||89||89||0.03136011275546159||0.03136011275546159
