
Page||Recent Revisions||Total Revisions||Recent Reverts||Total Reverts||Recent Contention||Total Contention
M-1グランプリ||4022||4022||34||34||0.008453505718547987||0.008453505718547987
銀魂/log20081129||4001||4001||15||15||0.003749062734316421||0.003749062734316421
早稲田大学の人物一覧||3986||3986||31||31||0.007777220270948319||0.007777220270948319
嵐 (グループ)||3982||3982||222||222||0.055750878955298844||0.055750878955298844
パワーパフガールズ||3977||3977||47||47||0.011817953231078702||0.011817953231078702
黒子のバスケ||3941||3941||95||95||0.024105556965237248||0.024105556965237248
奥州市||3934||3934||11||11||0.0027961362480935434||0.0027961362480935434
小沢一郎||3932||3932||161||161||0.040946083418107834||0.040946083418107834
太鼓の達人||3931||3931||103||103||0.026201984227931824||0.026201984227931824
東京都出身の人物一覧||3931||3931||20||20||0.005087763927753753||0.005087763927753753
平成||3914||3914||89||89||0.022738886050076648||0.022738886050076648
2015年のテレビ (日本)||3906||3906||24||24||0.006144393241167435||0.006144393241167435
国鉄485系電車||3897||3897||52||52||0.01334359763920965||0.01334359763920965
笑点/log20110201||3890||3890||19||19||0.004884318766066838||0.004884318766066838
広島県出身の人物一覧||3886||3886||11||11||0.0028306742151312406||0.0028306742151312406
日本プロサッカーリーグ||3882||3882||92||92||0.02369912416280268||0.02369912416280268
BLEACH/log20080419||3877||3877||20||20||0.005158627805003869||0.005158627805003869
明石家さんま||3876||3876||102||102||0.02631578947368421||0.02631578947368421
サザエさんの登場人物||3876||3876||173||173||0.04463364293085655||0.04463364293085655
明治大学||3872||3872||90||90||0.02324380165289256||0.02324380165289256
櫻井孝宏||3864||3864||86||86||0.022256728778467908||0.022256728778467908
モンスターハンターのモンスター一覧||3852||3852||54||54||0.014018691588785047||0.014018691588785047
獣電戦隊キョウリュウジャー||3852||3852||135||135||0.035046728971962614||0.035046728971962614
北海道日本ハムファイターズ||3849||3849||71||71||0.018446349701221096||0.018446349701221096
愛知県出身の人物一覧||3843||3843||33||33||0.00858704137392662||0.00858704137392662
仮面ライダーW/log20110201||3843||3843||77||77||0.020036429872495445||0.020036429872495445
大韓民国||3819||3819||251||251||0.06572401152134066||0.06572401152134066
テレビ神奈川||3817||3817||29||29||0.007597589730154571||0.007597589730154571
仮面ライダーシリーズ登場怪人一覧||3801||3801||281||281||0.07392791370691923||0.07392791370691923
NARUTO -ナルト-の登場人物/log20120612||3800||3800||87||87||0.022894736842105263||0.022894736842105263
大喜利 (笑点)||3800||3800||129||129||0.03394736842105263||0.03394736842105263
アンパンマンの登場人物一覧/log20120613||3798||3798||69||69||0.018167456556082148||0.018167456556082148
鈴村健一||3795||3795||67||67||0.017654808959156786||0.017654808959156786
NARUTO -ナルト-||3794||3794||91||91||0.023985239852398525||0.023985239852398525
ウルトラマンメビウス/log20100825||3792||3792||39||39||0.010284810126582278||0.010284810126582278
ミュージックステーション/log20120615||3784||3784||15||15||0.003964059196617336||0.003964059196617336
福岡県出身の人物一覧||3782||3782||50||50||0.013220518244315178||0.013220518244315178
ドラえもん||3782||3782||188||188||0.04970914859862507||0.04970914859862507
EXILE/log 20120611||3778||3778||54||54||0.014293276866066702||0.014293276866066702
そこまで言って委員会NP||3772||3772||58||58||0.015376458112407211||0.015376458112407211
ナインティナインのオールナイトニッポン||3771||3771||27||27||0.007159904534606206||0.007159904534606206
機動戦士ガンダム00||3765||3765||84||84||0.022310756972111555||0.022310756972111555
アメリカ横断ウルトラクイズ||3762||3762||19||19||0.005050505050505051||0.005050505050505051
クイズダービー||3754||3754||85||85||0.022642514651038892||0.022642514651038892
B'z||3752||3752||175||175||0.04664179104477612||0.04664179104477612
銀魂の登場人物一覧/log20080904||3752||3752||3||3||7.995735607675906E-4||7.995735607675906E-4
第二次世界大戦/log20120619||3712||3712||37||37||0.009967672413793104||0.009967672413793104
浦和レッドダイヤモンズ||3710||3710||87||87||0.02345013477088949||0.02345013477088949
創価学会||3710||3710||331||331||0.08921832884097035||0.08921832884097035
クレヨンしんちゃん||3704||3704||56||56||0.01511879049676026||0.01511879049676026
静岡市||3700||3700||43||43||0.011621621621621621||0.011621621621621621
ONE PIECE/log||3694||3694||29||29||0.00785056848944234||0.00785056848944234
二宮和也||3694||3694||179||179||0.0484569572279372||0.0484569572279372
TBSテレビ||3658||3658||118||118||0.03225806451612903||0.03225806451612903
クイズ!ヘキサゴンII/log20090401||3650||3650||31||31||0.008493150684931507||0.008493150684931507
週刊少年ジャンプ||3644||3644||83||83||0.022777167947310648||0.022777167947310648
D.Gray-man||3638||3638||26||26||0.007146783947223749||0.007146783947223749
福岡ソフトバンクホークス||3638||3638||76||76||0.020890599230346345||0.020890599230346345
日本共産党||3621||3621||170||170||0.046948356807511735||0.046948356807511735
Hey! Say! JUMP||3617||3617||194||194||0.053635609621233066||0.053635609621233066
NHK紅白歌合戦||3613||3613||118||118||0.032659839468585666||0.032659839468585666
コードギアス 反逆のルルーシュ/log20080407||3610||3610||21||21||0.005817174515235457||0.005817174515235457
こちら葛飾区亀有公園前派出所||3601||3601||50||50||0.013885031935573451||0.013885031935573451
日本/log20090827||3601||3601||74||74||0.02054984726464871||0.02054984726464871
野球道 (フジテレビ系列)||3594||3594||24||24||0.00667779632721202||0.00667779632721202
家庭教師ヒットマンREBORN!/log20100415||3591||3591||128||128||0.03564466722361459||0.03564466722361459
テニスの王子様の登場人物/log20120614||3586||3586||11||11||0.003067484662576687||0.003067484662576687
水戸黄門 (パナソニック ドラマシアター)||3585||3585||15||15||0.0041841004184100415||0.0041841004184100415
ハピネスチャージプリキュア!||3571||3571||157||157||0.04396527583309997||0.04396527583309997
天装戦隊ゴセイジャー||3566||3566||99||99||0.027762198541783512||0.027762198541783512
ちびまる子ちゃんの登場人物||3561||3561||140||140||0.03931479921370402||0.03931479921370402
ジャニーズ事務所||3554||3554||109||109||0.030669667979741137||0.030669667979741137
プレイステーション3/log20100415||3548||3548||50||50||0.014092446448703494||0.014092446448703494
仮面ライダーオーズ/OOO/log20120616||3547||3547||81||81||0.022836199605300252||0.022836199605300252
関ジャニ∞||3542||3542||90||90||0.025409373235460192||0.025409373235460192
2017年のテレビ (日本)||3536||3536||27||27||0.007635746606334841||0.007635746606334841
日本テレビ放送網||3525||3525||54||54||0.015319148936170212||0.015319148936170212
Fun!BASEBALL!!||3524||3524||23||23||0.0065266742338251985||0.0065266742338251985
3DCGソフトウェア||3523||3523||6||6||0.0017030939540164632||0.0017030939540164632
麻生太郎||3523||3523||157||157||0.04456429179676412||0.04456429179676412
おかあさんといっしょ||3522||3522||41||41||0.011641113003975015||0.011641113003975015
全日本プロレス||3522||3522||14||14||0.003975014196479273||0.003975014196479273
日本の漫画家一覧||3520||3520||4||4||0.0011363636363636363||0.0011363636363636363
毎日放送||3514||3514||32||32||0.00910643141718839||0.00910643141718839
クレヨンしんちゃんの登場人物一覧||3514||3514||102||102||0.02902675014228799||0.02902675014228799
モヤモヤさまぁ〜ず2||3514||3514||31||31||0.008821855435401251||0.008821855435401251
日本体育大学||3513||3513||11||11||0.0031312268716196983||0.0031312268716196983
Axis powers ヘタリア||3511||3511||49||49||0.013956137852463685||0.013956137852463685
スーパーベースボール (テレビ朝日系列)||3501||3501||18||18||0.005141388174807198||0.005141388174807198
ネプリーグ/log20091026||3501||3501||10||10||0.0028563267637817767||0.0028563267637817767
破面||3500||3500||24||24||0.006857142857142857||0.006857142857142857
スッキリ (テレビ番組)||3496||3496||49||49||0.014016018306636156||0.014016018306636156
涼宮ハルヒシリーズ/log20090701||3492||3492||76||76||0.021764032073310423||0.021764032073310423
横浜DeNAベイスターズ||3490||3490||97||97||0.027793696275071632||0.027793696275071632
杉田智和||3486||3486||107||107||0.030694205393000575||0.030694205393000575
千葉ロッテマリーンズ||3485||3485||92||92||0.026398852223816355||0.026398852223816355
エンタの神様/log20091223||3480||3480||28||28||0.008045977011494253||0.008045977011494253
2018年のテレビ (日本)||3475||3475||49||49||0.014100719424460431||0.014100719424460431
吉本総合芸能学院||3471||3471||31||31||0.008931143762604437||0.008931143762604437
DEATH NOTEの登場人物||3441||3441||19||19||0.005521650682941005||0.005521650682941005
ケロロ軍曹の登場人物一覧/log20090210||3436||3436||5||5||0.0014551804423748546||0.0014551804423748546
おはスタ||3431||3431||47||47||0.0136986301369863||0.0136986301369863
ハロー!プロジェクト||3430||3430||65||65||0.018950437317784258||0.018950437317784258
鹿島アントラーズ||3428||3428||69||69||0.020128354725787632||0.020128354725787632
仙台市||3427||3427||50||50||0.014590020426028597||0.014590020426028597
石田彰||3426||3426||43||43||0.012551079976649154||0.012551079976649154
帝京大学||3424||3424||81||81||0.023656542056074766||0.023656542056074766
海軍 (ONE PIECE)||3419||3419||247||247||0.07224334600760456||0.07224334600760456
逆転裁判||3416||3416||46||46||0.013466042154566744||0.013466042154566744
仮面ライダーエグゼイド||3410||3410||119||119||0.034897360703812316||0.034897360703812316
中部日本放送||3406||3406||14||14||0.004110393423370522||0.004110393423370522
森川智之||3405||3405||51||51||0.014977973568281937||0.014977973568281937
とある魔術の禁書目録||3400||3400||159||159||0.046764705882352944||0.046764705882352944
2016年のテレビ (日本)||3389||3389||22||22||0.006491590439657716||0.006491590439657716
宮野真守||3386||3386||97||97||0.028647371529828707||0.028647371529828707
UHFアニメ||3385||3385||11||11||0.0032496307237813884||0.0032496307237813884
AKB48のオールナイトニッポン||3384||3384||162||162||0.047872340425531915||0.047872340425531915
仮面ライダードライブ||3384||3384||156||156||0.04609929078014184||0.04609929078014184
織田信長||3382||3382||169||169||0.04997043169722058||0.04997043169722058
ゲゲゲの鬼太郎 (アニメ)||3381||3381||70||70||0.020703933747412008||0.020703933747412008
ガールズ&パンツァー||3377||3377||115||115||0.03405389398874741||0.03405389398874741
水曜どうでしょう||3376||3376||22||22||0.006516587677725118||0.006516587677725118
東京大学の人物一覧||3374||3374||25||25||0.007409602845287492||0.007409602845287492
乃木坂46||3368||3368||342||342||0.10154394299287411||0.10154394299287411
浪川大輔||3351||3351||62||62||0.01850193971948672||0.01850193971948672
オールナイトニッポン||3348||3348||40||40||0.011947431302270013||0.011947431302270013
神谷浩史||3347||3347||117||117||0.03495667762175082||0.03495667762175082
日本放送協会||3346||3346||129||129||0.03855349671249253||0.03855349671249253
沢城みゆき||3345||3345||96||96||0.028699551569506727||0.028699551569506727
ケロロ軍曹||3341||3341||26||26||0.007782101167315175||0.007782101167315175
慶應義塾大学の人物一覧||3338||3338||54||54||0.016177351707609346||0.016177351707609346
宇宙戦艦ヤマト2199||3338||3338||25||25||0.007489514679448772||0.007489514679448772
北海道出身の人物一覧||3330||3330||40||40||0.012012012012012012||0.012012012012012012
ONE PIECE (アニメ)||3302||3302||107||107||0.032404603270745||0.032404603270745
東京駅||3293||3293||105||105||0.031885818402672336||0.031885818402672336
サザエさん (テレビアニメ)||3285||3285||151||151||0.045966514459665146||0.045966514459665146
サザンオールスターズ||3279||3279||83||83||0.02531259530344617||0.02531259530344617
探偵!ナイトスクープ||3278||3278||37||37||0.011287370347773032||0.011287370347773032
一橋大学の人物一覧||3268||3268||12||12||0.0036719706242350062||0.0036719706242350062
FAIRY TAILの登場人物||3256||3256||134||134||0.041154791154791155||0.041154791154791155
仮面ライダーカブト||3255||3255||59||59||0.018125960061443933||0.018125960061443933
広島東洋カープ||3252||3252||108||108||0.033210332103321034||0.033210332103321034
ウルトラマン||3251||3251||115||115||0.035373731159643186||0.035373731159643186
ドラえもん (1979年のテレビアニメ)||3249||3249||52||52||0.01600492459218221||0.01600492459218221
クイズ!ヘキサゴンII||3248||3248||132||132||0.04064039408866995||0.04064039408866995
ズームイン!!SUPER/log20091228||3247||3247||8||8||0.0024638127502309825||0.0024638127502309825
DEATH NOTE||3247||3247||54||54||0.016630736064059133||0.016630736064059133
自由民主党 (日本)||3245||3245||156||156||0.04807395993836672||0.04807395993836672
連続テレビ小説||3237||3237||98||98||0.03027494593759654||0.03027494593759654
新庄剛志||3237||3237||24||24||0.0074142724745134385||0.0074142724745134385
東北楽天ゴールデンイーグルス||3236||3236||86||86||0.02657601977750309||0.02657601977750309
マイケル・ジャクソン||3236||3236||101||101||0.031211372064276884||0.031211372064276884
国鉄103系電車||3231||3231||49||49||0.015165583410708759||0.015165583410708759
スマイルプリキュア!||3229||3229||150||150||0.04645401052957572||0.04645401052957572
キン肉マンの登場人物||3224||3224||26||26||0.008064516129032258||0.008064516129032258
機動戦士ガンダム 鉄血のオルフェンズ||3224||3224||117||117||0.036290322580645164||0.036290322580645164
イチロー||3222||3222||168||168||0.0521415270018622||0.0521415270018622
日産自動車||3218||3218||68||68||0.02113113735239279||0.02113113735239279
仮面ライダーウィザード||3210||3210||113||113||0.03520249221183801||0.03520249221183801
小野大輔||3198||3198||55||55||0.01719824890556598||0.01719824890556598
手塚治虫||3197||3197||35||35||0.010947763528307789||0.010947763528307789
Nスタ||3188||3188||47||47||0.014742785445420327||0.014742785445420327
Dr.スランプ||3185||3185||43||43||0.013500784929356358||0.013500784929356358
大阪府出身の人物一覧||3184||3184||19||19||0.005967336683417085||0.005967336683417085
Dr.スランプ アラレちゃん||3181||3181||54||54||0.016975793775542283||0.016975793775542283
NMB48||3180||3180||150||150||0.04716981132075472||0.04716981132075472
東京喰種トーキョーグール||3153||3153||26||26||0.008246114811290834||0.008246114811290834
とある魔術の禁書目録の登場人物||3150||3150||159||159||0.05047619047619047||0.05047619047619047
堀江由衣||3142||3142||48||48||0.015276893698281349||0.015276893698281349
全国高等学校クイズ選手権||3137||3137||72||72||0.02295186483901817||0.02295186483901817
徳川家康||3136||3136||164||164||0.05229591836734694||0.05229591836734694
能登麻美子||3131||3131||57||57||0.01820504631108272||0.01820504631108272
ONE PIECE||3131||3131||382||382||0.12200574896199297||0.12200574896199297
AAA (音楽グループ)||3120||3120||82||82||0.026282051282051282||0.026282051282051282
子安武人||3117||3117||43||43||0.013795316008982997||0.013795316008982997
獣拳戦隊ゲキレンジャー||3116||3116||88||88||0.028241335044929396||0.028241335044929396
金色のガッシュ!!の登場人物||3112||3112||18||18||0.005784061696658098||0.005784061696658098
東京放送ホールディングス||3108||3108||40||40||0.01287001287001287||0.01287001287001287
法政大学の人物一覧||3104||3104||21||21||0.0067654639175257734||0.0067654639175257734
侍戦隊シンケンジャー||3104||3104||85||85||0.0273840206185567||0.0273840206185567
ダウンタウンのガキの使いやあらへんで!||3102||3102||40||40||0.012894906511927788||0.012894906511927788
錦戸亮||3102||3102||91||91||0.02933591231463572||0.02933591231463572
Perfume||3097||3097||124||124||0.04003874717468518||0.04003874717468518
秋田放送||3086||3086||7||7||0.002268308489954634||0.002268308489954634
今井麻美||3085||3085||73||73||0.02366288492706645||0.02366288492706645
ドラえもんの登場人物一覧||3084||3084||120||120||0.038910505836575876||0.038910505836575876
王貞治||3082||3082||61||61||0.019792342634652824||0.019792342634652824
クイズ世界はSHOW by ショーバイ!!||3081||3081||20||20||0.006491398896462187||0.006491398896462187
世界一の一覧||3080||3080||41||41||0.013311688311688311||0.013311688311688311
ポケットモンスター (アニメ)||3077||3077||41||41||0.013324666883327917||0.013324666883327917
ケロロ軍曹 (アニメ)||3073||3073||34||34||0.011064106736088514||0.011064106736088514
ドキドキ!プリキュア||3073||3073||77||77||0.025056947608200455||0.025056947608200455
暗殺教室||3069||3069||128||128||0.041707396546106223||0.041707396546106223
ハヤテのごとく!の登場人物||3067||3067||97||97||0.03162699706553636||0.03162699706553636
前田敦子||3065||3065||380||380||0.12398042414355628||0.12398042414355628
釘宮理恵||3064||3064||93||93||0.030352480417754568||0.030352480417754568
中日ドラゴンズ||3059||3059||73||73||0.02386400784570121||0.02386400784570121
大野智||3053||3053||127||127||0.041598427775958076||0.041598427775958076
松井秀喜||3050||3050||115||115||0.03770491803278689||0.03770491803278689
日本航空||3048||3048||60||60||0.01968503937007874||0.01968503937007874
世界平和統一家庭連合||3045||3045||105||105||0.034482758620689655||0.034482758620689655
東海道新幹線||3044||3044||87||87||0.028580814717477004||0.028580814717477004
仮面ライダーディケイド||3039||3039||151||151||0.04968739717012175||0.04968739717012175
タモリ||3036||3036||136||136||0.04479578392621871||0.04479578392621871
SCHOOL OF LOCK!||3024||3024||30||30||0.00992063492063492||0.00992063492063492
DDTプロレスリング||3017||3017||1||1||3.3145508783559825E-4||3.3145508783559825E-4
進撃の巨人||3015||3015||83||83||0.027529021558872307||0.027529021558872307
2014年のテレビ (日本)||3014||3014||11||11||0.0036496350364963502||0.0036496350364963502
ダウンタウンのガキの使いやあらへんで!!の企画||3011||3011||31||31||0.010295582862836267||0.010295582862836267
HUNTER×HUNTERの登場人物||3010||3010||58||58||0.019269102990033222||0.019269102990033222
新宿駅||3009||3009||55||55||0.018278497839813893||0.018278497839813893
Run for money 逃走中||3003||3003||75||75||0.024975024975024976||0.024975024975024976
仮面ライダーゴースト||2997||2997||202||202||0.06740073406740073||0.06740073406740073
Fate/stay night||2996||2996||73||73||0.024365821094793058||0.024365821094793058
諏訪部順一||2995||2995||63||63||0.021035058430717863||0.021035058430717863
菅直人||2990||2990||157||157||0.05250836120401338||0.05250836120401338
轟轟戦隊ボウケンジャー||2989||2989||48||48||0.01605888256942121||0.01605888256942121
ポルノグラフィティ||2983||2983||56||56||0.018773047267851155||0.018773047267851155
オリックス・バファローズ||2981||2981||55||55||0.01845018450184502||0.01845018450184502
日本||2967||2967||405||405||0.1365015166835187||0.1365015166835187
行列のできる法律相談所||2955||2955||114||114||0.03857868020304569||0.03857868020304569
名探偵コナン (アニメ)||2955||2955||77||77||0.026057529610829102||0.026057529610829102
中村悠一||2949||2949||93||93||0.03153611393692777||0.03153611393692777
らき☆すた||2946||2946||40||40||0.013577732518669382||0.013577732518669382
魔人探偵脳噛ネウロ||2946||2946||10||10||0.0033944331296673455||0.0033944331296673455
THE IDOLM@STERの登場人物||2945||2945||113||113||0.03837011884550085||0.03837011884550085
こちら葛飾区亀有公園前派出所の登場人物||2944||2944||77||77||0.026154891304347828||0.026154891304347828
東京ヤクルトスワローズ||2943||2943||76||76||0.02582398912674142||0.02582398912674142
古畑任三郎||2943||2943||23||23||0.00781515460414543||0.00781515460414543
新幹線||2939||2939||80||80||0.027220142905750255||0.027220142905750255
クレヨンしんちゃん (アニメ)||2936||2936||100||100||0.0340599455040872||0.0340599455040872
福山雅治||2935||2935||82||82||0.027938671209540033||0.027938671209540033
京都放送||2928||2928||24||24||0.00819672131147541||0.00819672131147541
新潟市||2927||2927||38||38||0.012982576016399043||0.012982576016399043
常磐線||2927||2927||56||56||0.019132217287324907||0.019132217287324907
プロレスリング・ノア||2926||2926||28||28||0.009569377990430622||0.009569377990430622
トリビアの泉 〜素晴らしきムダ知識〜||2922||2922||25||25||0.008555783709787816||0.008555783709787816
マジカル頭脳パワー!!||2917||2917||39||39||0.013369900582790539||0.013369900582790539
FNNスーパーニュース||2907||2907||19||19||0.006535947712418301||0.006535947712418301
AKBINGO!||2904||2904||124||124||0.04269972451790634||0.04269972451790634
MAJORの登場人物||2899||2899||44||44||0.015177647464642981||0.015177647464642981
静岡放送||2894||2894||47||47||0.01624049758120249||0.01624049758120249
コード・ブルー -ドクターヘリ緊急救命-||2894||2894||95||95||0.03282653766413269||0.03282653766413269
山寺宏一||2893||2893||54||54||0.018665744901486345||0.018665744901486345
BUMP OF CHICKEN||2883||2883||84||84||0.029136316337148804||0.029136316337148804
SLAM DUNKの登場人物||2882||2882||26||26||0.009021512838306732||0.009021512838306732
夫婦別姓||2882||2882||43||43||0.014920194309507287||0.014920194309507287
DRAGON GATE||2878||2878||31||31||0.010771369006254344||0.010771369006254344
桃太郎電鉄シリーズ||2877||2877||15||15||0.005213764337851929||0.005213764337851929
バンプレストオリジナルのキャラクター一覧||2874||2874||5||5||0.0017397355601948504||0.0017397355601948504
SMAP×SMAP||2872||2872||43||43||0.014972144846796657||0.014972144846796657
ももいろクローバーZ||2872||2872||130||130||0.04526462395543175||0.04526462395543175
笑ってはいけないシリーズ||2872||2872||27||27||0.009401114206128134||0.009401114206128134
News zero||2871||2871||53||53||0.018460466736328805||0.018460466736328805
全日本空輸||2864||2864||31||31||0.010824022346368716||0.010824022346368716
魔法少女まどか☆マギカ||2864||2864||186||186||0.06494413407821228||0.06494413407821228
山下智久||2864||2864||147||147||0.0513268156424581||0.0513268156424581
2006年||2859||2859||51||51||0.017838405036726127||0.017838405036726127
仮面ライダービルド||2859||2859||81||81||0.02833158447009444||0.02833158447009444
北海道放送||2849||2849||12||12||0.004212004212004212||0.004212004212004212
バイキング (テレビ番組)||2849||2849||39||39||0.01368901368901369||0.01368901368901369
まれ||2848||2848||80||80||0.028089887640449437||0.028089887640449437
妖怪ウォッチ||2846||2846||62||62||0.02178496134926212||0.02178496134926212
東京大学||2845||2845||91||91||0.031985940246045695||0.031985940246045695
ローゼンメイデン/history 20130917||2843||2843||43||43||0.015124868097080548||0.015124868097080548
News every.||2839||2839||67||67||0.023599859105318775||0.023599859105318775
Kis-My-Ft2||2838||2838||163||163||0.05743481324876674||0.05743481324876674
ガンダムシリーズの登場機動兵器一覧||2834||2834||15||15||0.00529287226534933||0.00529287226534933
植田佳奈||2832||2832||80||80||0.02824858757062147||0.02824858757062147
ちびまる子ちゃん||2817||2817||89||89||0.03159389421370252||0.03159389421370252
アンパンマンの登場人物一覧||2815||2815||69||69||0.024511545293072826||0.024511545293072826
平野綾||2814||2814||168||168||0.05970149253731343||0.05970149253731343
ゲームセンターCXの放送内容||2810||2810||15||15||0.005338078291814947||0.005338078291814947
草なぎ剛||2808||2808||112||112||0.039886039886039885||0.039886039886039885
ダンボール戦機||2807||2807||44||44||0.015675097969362308||0.015675097969362308
声優||2806||2806||38||38||0.0135424091233072||0.0135424091233072
機動戦士ガンダムAGE||2802||2802||101||101||0.036045681655960025||0.036045681655960025
クイズタイムショック||2798||2798||22||22||0.007862759113652609||0.007862759113652609
近畿日本鉄道||2798||2798||43||43||0.015368120085775554||0.015368120085775554
サトシ (アニメポケットモンスター)||2797||2797||44||44||0.015731140507686807||0.015731140507686807
千葉テレビ放送||2794||2794||22||22||0.007874015748031496||0.007874015748031496
浅田真央||2792||2792||82||82||0.029369627507163324||0.029369627507163324
