
Page||Recent Revisions||Total Revisions||Recent Reverts||Total Reverts||Recent Contention||Total Contention
東京駅||1535||1535||7||7||0.004560260586319218||0.004560260586319218
堀江由衣||1535||1535||19||19||0.012377850162866449||0.012377850162866449
ケロロ軍曹 (アニメ)||1521||1521||7||7||0.0046022353714661405||0.0046022353714661405
志田未来||1520||1520||13||13||0.008552631578947369||0.008552631578947369
北斗の拳||1518||1518||3||3||0.001976284584980237||0.001976284584980237
オールスター感謝祭/history20190417||1512||1512||5||5||0.0033068783068783067||0.0033068783068783067
クイズダービー||1506||1506||2||2||0.0013280212483399733||0.0013280212483399733
新潟市||1504||1504||8||8||0.005319148936170213||0.005319148936170213
日本航空123便墜落事故||1498||1498||3||3||0.0020026702269692926||0.0020026702269692926
魔法戦隊マジレンジャー||1494||1494||3||3||0.002008032128514056||0.002008032128514056
北海道日本ハムファイターズ||1493||1493||3||3||0.0020093770931011385||0.0020093770931011385
みんなが出るテレビ||1489||1489||4||4||0.002686366689053056||0.002686366689053056
FNNスーパータイム||1487||1487||1||1||6.724949562878278E-4||6.724949562878278E-4
くりぃむしちゅーのオールナイトニッポン||1476||1476||6||6||0.0040650406504065045||0.0040650406504065045
ニッポン放送||1474||1474||1||1||6.784260515603799E-4||6.784260515603799E-4
京都放送||1469||1469||1||1||6.807351940095302E-4||6.807351940095302E-4
千葉ロッテマリーンズ||1468||1468||10||10||0.006811989100817439||0.006811989100817439
小池徹平||1458||1458||5||5||0.003429355281207133||0.003429355281207133
Wii/history 20130210||1457||1457||13||13||0.008922443376801648||0.008922443376801648
ムヒョとロージーの魔法律相談事務所||1449||1449||4||4||0.0027605244996549345||0.0027605244996549345
広島テレビ放送||1446||1446||0||0||0.0||0.0
ポケットモンスター||1444||1444||22||22||0.015235457063711912||0.015235457063711912
ひぐらしのなく頃に||1437||1437||15||15||0.010438413361169102||0.010438413361169102
さよなら絶望先生||1430||1430||12||12||0.008391608391608392||0.008391608391608392
朝ズバッ!||1428||1428||6||6||0.004201680672268907||0.004201680672268907
踊る大捜査線||1426||1426||0||0||0.0||0.0
2ちゃんねるの歴史||1426||1426||8||8||0.005610098176718092||0.005610098176718092
NHK紅白歌合戦||1417||1417||7||7||0.004940014114326041||0.004940014114326041
MAR (漫画)||1416||1416||3||3||0.00211864406779661||0.00211864406779661
リンカーン (テレビ番組)||1415||1415||3||3||0.0021201413427561835||0.0021201413427561835
MOTHER3||1411||1411||2||2||0.001417434443656981||0.001417434443656981
PlayStation Portable||1410||1410||15||15||0.010638297872340425||0.010638297872340425
萌え||1401||1401||22||22||0.015703069236259814||0.015703069236259814
24時間テレビ 「愛は地球を救う」/history20160321||1397||1397||14||14||0.010021474588403722||0.010021474588403722
D.Gray-manの登場人物||1384||1384||11||11||0.007947976878612716||0.007947976878612716
北海道出身の人物一覧||1371||1371||0||0||0.0||0.0
関ジャニ∞||1371||1371||10||10||0.007293946024799417||0.007293946024799417
福山潤||1369||1369||1||1||7.304601899196494E-4||7.304601899196494E-4
声優||1368||1368||4||4||0.0029239766081871343||0.0029239766081871343
ニート||1364||1364||4||4||0.002932551319648094||0.002932551319648094
井上聡||1359||1359||10||10||0.007358351729212656||0.007358351729212656
バンプレストオリジナル||1358||1358||1||1||7.363770250368188E-4||7.363770250368188E-4
奥州市||1356||1356||0||0||0.0||0.0
アンパンマンの登場人物一覧/log20120613||1356||1356||0||0||0.0||0.0
GLAY||1354||1354||20||20||0.014771048744460856||0.014771048744460856
ポルノグラフィティ||1354||1354||2||2||0.0014771048744460858||0.0014771048744460858
るろうに剣心 -明治剣客浪漫譚-||1352||1352||7||7||0.005177514792899409||0.005177514792899409
東急田園都市線||1351||1351||5||5||0.003700962250185048||0.003700962250185048
ハロー!プロジェクト||1350||1350||8||8||0.005925925925925926||0.005925925925925926
小泉純一郎||1349||1349||23||23||0.01704966641957005||0.01704966641957005
やしきたかじん||1347||1347||7||7||0.005196733481811433||0.005196733481811433
MAJOR||1346||1346||3||3||0.002228826151560178||0.002228826151560178
Yes!プリキュア5||1344||1344||16||16||0.011904761904761904||0.011904761904761904
国鉄113系電車||1339||1339||5||5||0.0037341299477221808||0.0037341299477221808
視聴率争い||1338||1338||3||3||0.002242152466367713||0.002242152466367713
世界一の一覧||1332||1332||6||6||0.0045045045045045045||0.0045045045045045045
水曜どうでしょうの企画||1325||1325||0||0||0.0||0.0
アニメ版ポケットモンスターの登場人物/history20160321||1325||1325||9||9||0.006792452830188679||0.006792452830188679
新幹線||1321||1321||4||4||0.003028009084027252||0.003028009084027252
大塚愛||1320||1320||43||43||0.03257575757575758||0.03257575757575758
家庭教師ヒットマンREBORN!/log20100415||1318||1318||6||6||0.004552352048558422||0.004552352048558422
大阪府出身の人物一覧||1317||1317||1||1||7.593014426727411E-4||7.593014426727411E-4
あぶない刑事||1313||1313||3||3||0.002284843869002285||0.002284843869002285
お笑いタレント||1309||1309||7||7||0.0053475935828877||0.0053475935828877
日本一の一覧||1307||1307||2||2||0.001530221882172915||0.001530221882172915
エア・ギア||1307||1307||3||3||0.0022953328232593728||0.0022953328232593728
ディープインパクト (競走馬)||1305||1305||8||8||0.006130268199233717||0.006130268199233717
スーパーベースボール (テレビ朝日系列)||1303||1303||0||0||0.0||0.0
日本語||1300||1300||11||11||0.008461538461538461||0.008461538461538461
筋肉番付シリーズ||1300||1300||1||1||7.692307692307692E-4||7.692307692307692E-4
SCHOOL OF LOCK!||1299||1299||4||4||0.003079291762894534||0.003079291762894534
常磐線||1298||1298||3||3||0.0023112480739599386||0.0023112480739599386
ザ・キング・オブ・ファイターズ||1297||1297||1||1||7.710100231303007E-4||7.710100231303007E-4
HUNTER×HUNTER||1296||1296||4||4||0.0030864197530864196||0.0030864197530864196
ダウンタウンのガキの使いやあらへんで!||1294||1294||4||4||0.0030911901081916537||0.0030911901081916537
SLAM DUNKの登場人物||1292||1292||5||5||0.003869969040247678||0.003869969040247678
福岡ソフトバンクホークス||1291||1291||6||6||0.004647560030983733||0.004647560030983733
夜のヒットスタジオ||1287||1287||0||0||0.0||0.0
ORANGE RANGE||1286||1286||36||36||0.027993779160186624||0.027993779160186624
石田彰||1285||1285||2||2||0.0015564202334630351||0.0015564202334630351
テイルズ オブ デスティニー||1285||1285||2||2||0.0015564202334630351||0.0015564202334630351
マイケル・ジャクソン||1281||1281||4||4||0.00312256049960968||0.00312256049960968
サザンオールスターズ||1277||1277||7||7||0.00548159749412686||0.00548159749412686
脳内エステ IQサプリ||1277||1277||5||5||0.003915426781519186||0.003915426781519186
アンパンマン||1276||1276||6||6||0.004702194357366771||0.004702194357366771
福岡県出身の人物一覧||1276||1276||1||1||7.836990595611285E-4||7.836990595611285E-4
SoftBank (携帯電話)||1275||1275||5||5||0.00392156862745098||0.00392156862745098
ラグナロクオンライン||1270||1270||1||1||7.874015748031496E-4||7.874015748031496E-4
野村克也||1262||1262||3||3||0.002377179080824089||0.002377179080824089
世界平和統一家庭連合||1260||1260||8||8||0.006349206349206349||0.006349206349206349
銀魂 (アニメ)||1257||1257||0||0||0.0||0.0
涼宮ハルヒの憂鬱 (アニメ)||1256||1256||21||21||0.016719745222929936||0.016719745222929936
クイズ$ミリオネア||1254||1254||4||4||0.003189792663476874||0.003189792663476874
風林火山 (NHK大河ドラマ)||1245||1245||3||3||0.0024096385542168677||0.0024096385542168677
ポケットモンスター (アニメ)||1244||1244||7||7||0.005627009646302251||0.005627009646302251
るろうに剣心 -明治剣客浪漫譚-の登場人物一覧||1243||1243||15||15||0.012067578439259855||0.012067578439259855
Au (携帯電話)||1240||1240||10||10||0.008064516129032258||0.008064516129032258
スーパーロボット大戦シリーズ||1239||1239||3||3||0.002421307506053269||0.002421307506053269
ルパン三世||1234||1234||4||4||0.0032414910858995136||0.0032414910858995136
暁 (NARUTO)||1233||1233||2||2||0.0016220600162206002||0.0016220600162206002
テイルズ オブ シリーズの術技形態||1232||1232||0||0||0.0||0.0
コロンビア大学||1231||1231||0||0||0.0||0.0
織田信長||1230||1230||16||16||0.013008130081300813||0.013008130081300813
西日本旅客鉄道||1230||1230||7||7||0.005691056910569106||0.005691056910569106
麻生太郎||1229||1229||23||23||0.01871440195280716||0.01871440195280716
清原和博||1228||1228||3||3||0.0024429967426710096||0.0024429967426710096
鈴村健一||1227||1227||4||4||0.0032599837000814994||0.0032599837000814994
桃太郎電鉄シリーズ||1225||1225||2||2||0.0016326530612244899||0.0016326530612244899
頭文字D||1217||1217||3||3||0.0024650780608052587||0.0024650780608052587
東京都出身の人物一覧||1215||1215||0||0||0.0||0.0
日本のアナウンサー一覧||1215||1215||3||3||0.0024691358024691358||0.0024691358024691358
Saku saku||1214||1214||1||1||8.237232289950577E-4||8.237232289950577E-4
地上デジタルテレビ放送||1209||1209||4||4||0.0033085194375516956||0.0033085194375516956
王貞治||1206||1206||2||2||0.001658374792703151||0.001658374792703151
L'Arc〜en〜Ciel||1200||1200||5||5||0.004166666666666667||0.004166666666666667
全国高等学校クイズ選手権||1196||1196||0||0||0.0||0.0
ザ・キング・オブ・ファイターズの登場人物||1196||1196||1||1||8.361204013377926E-4||8.361204013377926E-4
太臓もて王サーガ||1191||1191||1||1||8.396305625524769E-4||8.396305625524769E-4
男性差別||1189||1189||31||31||0.02607232968881413||0.02607232968881413
一覧の一覧||1187||1187||2||2||0.0016849199663016006||0.0016849199663016006
遊☆戯☆王デュエルモンスターズGX||1186||1186||6||6||0.00505902192242833||0.00505902192242833
松浦亜弥||1183||1183||7||7||0.005917159763313609||0.005917159763313609
山下智久||1183||1183||11||11||0.009298393913778529||0.009298393913778529
マスコットキャラクター一覧||1181||1181||3||3||0.002540220152413209||0.002540220152413209
大泉洋||1179||1179||4||4||0.0033927056827820186||0.0033927056827820186
SAMURAI BASEBALL||1177||1177||1||1||8.496176720475786E-4||8.496176720475786E-4
慶應義塾大学の人物一覧||1176||1176||0||0||0.0||0.0
くりぃむナントカ||1174||1174||2||2||0.0017035775127768314||0.0017035775127768314
能登麻美子||1172||1172||5||5||0.004266211604095563||0.004266211604095563
戦国BASARA||1172||1172||3||3||0.002559726962457338||0.002559726962457338
パネルクイズ アタック25||1172||1172||3||3||0.002559726962457338||0.002559726962457338
本田技研工業||1172||1172||3||3||0.002559726962457338||0.002559726962457338
日本テレビ制作局制作番組の分野別一覧||1171||1171||0||0||0.0||0.0
機動戦士ガンダム00||1170||1170||16||16||0.013675213675213675||0.013675213675213675
慶應義塾大学/history20130405||1164||1164||16||16||0.013745704467353952||0.013745704467353952
松本市||1164||1164||5||5||0.00429553264604811||0.00429553264604811
特殊急襲部隊||1163||1163||9||9||0.007738607050730868||0.007738607050730868
嫌韓||1162||1162||31||31||0.02667814113597246||0.02667814113597246
ARIA (漫画)||1161||1161||10||10||0.008613264427217916||0.008613264427217916
SMAP×SMAP||1160||1160||3||3||0.002586206896551724||0.002586206896551724
IBC岩手放送||1160||1160||1||1||8.620689655172414E-4||8.620689655172414E-4
日本プロ野球||1156||1156||2||2||0.0017301038062283738||0.0017301038062283738
探偵!ナイトスクープ||1156||1156||2||2||0.0017301038062283738||0.0017301038062283738
東京ヤクルトスワローズ||1154||1154||6||6||0.005199306759098787||0.005199306759098787
内村プロデュース||1150||1150||2||2||0.0017391304347826088||0.0017391304347826088
日本プロサッカーリーグ||1147||1147||4||4||0.0034873583260680036||0.0034873583260680036
野比のび太||1146||1146||6||6||0.005235602094240838||0.005235602094240838
安田章大||1146||1146||1||1||8.726003490401396E-4||8.726003490401396E-4
東北学院大学||1146||1146||0||0||0.0||0.0
M-1グランプリ||1145||1145||4||4||0.0034934497816593887||0.0034934497816593887
アメリカ同時多発テロ事件||1144||1144||6||6||0.005244755244755245||0.005244755244755245
岡村隆史||1144||1144||7||7||0.006118881118881119||0.006118881118881119
テイルズ オブ シンフォニア||1141||1141||5||5||0.0043821209465381246||0.0043821209465381246
SDガンダムフルカラー劇場||1140||1140||0||0||0.0||0.0
仮面ライダー響鬼||1140||1140||5||5||0.0043859649122807015||0.0043859649122807015
中国放送||1139||1139||0||0||0.0||0.0
太鼓の達人||1138||1138||13||13||0.011423550087873463||0.011423550087873463
名古屋鉄道||1135||1135||7||7||0.006167400881057269||0.006167400881057269
機動戦士ガンダムSEEDの登場人物||1134||1134||5||5||0.004409171075837742||0.004409171075837742
ツバサ-RESERVoir CHRoNiCLE-||1129||1129||11||11||0.00974313551815766||0.00974313551815766
草なぎ剛||1128||1128||6||6||0.005319148936170213||0.005319148936170213
神戸市||1126||1126||8||8||0.007104795737122558||0.007104795737122558
松井秀喜||1125||1125||12||12||0.010666666666666666||0.010666666666666666
安倍晋三||1125||1125||18||18||0.016||0.016
札幌市||1125||1125||20||20||0.017777777777777778||0.017777777777777778
ASIAN KUNG-FU GENERATION||1124||1124||5||5||0.004448398576512456||0.004448398576512456
地獄少女||1123||1123||7||7||0.006233303650934996||0.006233303650934996
秋田放送||1121||1121||1||1||8.920606601248885E-4||8.920606601248885E-4
全日本空輸||1121||1121||1||1||8.920606601248885E-4||8.920606601248885E-4
仮面ライダー剣||1120||1120||2||2||0.0017857142857142857||0.0017857142857142857
実況パワフルプロ野球||1118||1118||5||5||0.004472271914132379||0.004472271914132379
大野智||1116||1116||0||0||0.0||0.0
レミオロメン||1115||1115||0||0||0.0||0.0
昭和天皇||1113||1113||10||10||0.008984725965858042||0.008984725965858042
おたく||1112||1112||28||28||0.025179856115107913||0.025179856115107913
宇多田ヒカル||1111||1111||3||3||0.0027002700270027003||0.0027002700270027003
テレビ朝日||1111||1111||5||5||0.004500450045004501||0.004500450045004501
架空の武器||1110||1110||2||2||0.0018018018018018018||0.0018018018018018018
自動車の車種名一覧||1108||1108||0||0||0.0||0.0
手塚治虫||1106||1106||4||4||0.003616636528028933||0.003616636528028933
横浜駅||1105||1105||3||3||0.0027149321266968325||0.0027149321266968325
FOMA||1104||1104||1||1||9.057971014492754E-4||9.057971014492754E-4
新庄剛志||1104||1104||2||2||0.0018115942028985507||0.0018115942028985507
ビートルズ||1103||1103||5||5||0.004533091568449683||0.004533091568449683
NTTドコモ||1097||1097||1||1||9.115770282588879E-4||9.115770282588879E-4
子安武人||1094||1094||1||1||9.140767824497258E-4||9.140767824497258E-4
ポケットモンスターSPECIAL||1091||1091||4||4||0.0036663611365719525||0.0036663611365719525
関西国際空港||1091||1091||0||0||0.0||0.0
ふたりはプリキュア||1090||1090||18||18||0.01651376146788991||0.01651376146788991
ちびまる子ちゃん||1089||1089||15||15||0.013774104683195593||0.013774104683195593
日本の市外局番||1089||1089||1||1||9.182736455463728E-4||9.182736455463728E-4
国鉄201系電車||1083||1083||18||18||0.01662049861495845||0.01662049861495845
ドラえもんの登場人物一覧||1083||1083||2||2||0.0018467220683287165||0.0018467220683287165
ナインティナイン||1083||1083||1||1||9.233610341643582E-4||9.233610341643582E-4
青森テレビ||1080||1080||0||0||0.0||0.0
海賊 (ONE PIECE)/history20180113||1080||1080||15||15||0.013888888888888888||0.013888888888888888
野球道 (フジテレビ系列)||1079||1079||1||1||9.267840593141798E-4||9.267840593141798E-4
吉本興業||1078||1078||3||3||0.0027829313543599257||0.0027829313543599257
ハヤテのごとく! (アニメ)||1077||1077||2||2||0.0018570102135561746||0.0018570102135561746
豊橋市||1076||1076||8||8||0.007434944237918215||0.007434944237918215
封印作品||1071||1071||0||0||0.0||0.0
長澤まさみ||1071||1071||14||14||0.013071895424836602||0.013071895424836602
戯言シリーズ||1069||1069||6||6||0.005612722170252572||0.005612722170252572
ミュージシャン一覧 (グループ)||1068||1068||0||0||0.0||0.0
関西テレビ放送||1067||1067||2||2||0.0018744142455482662||0.0018744142455482662
アイシールド21の登場人物||1066||1066||3||3||0.0028142589118198874||0.0028142589118198874
浅田真央||1066||1066||22||22||0.020637898686679174||0.020637898686679174
サンテレビジョン||1063||1063||0||0||0.0||0.0
ツンデレ||1063||1063||4||4||0.0037629350893697085||0.0037629350893697085
ラジかるッ||1062||1062||0||0||0.0||0.0
JR東日本E231系電車||1062||1062||12||12||0.011299435028248588||0.011299435028248588
電脳コイル||1060||1060||3||3||0.002830188679245283||0.002830188679245283
シャーリー・テンプル||1059||1059||0||0||0.0||0.0
ファイナルファンタジーXII||1059||1059||6||6||0.0056657223796034||0.0056657223796034
2ちゃんねらー||1058||1058||12||12||0.011342155009451797||0.011342155009451797
東武伊勢崎線||1058||1058||6||6||0.005671077504725898||0.005671077504725898
2005年日本国際博覧会||1058||1058||4||4||0.003780718336483932||0.003780718336483932
アメリカ合衆国||1058||1058||10||10||0.00945179584120983||0.00945179584120983
小田急小田原線||1056||1056||10||10||0.00946969696969697||0.00946969696969697
アドルフ・ヒトラー||1056||1056||7||7||0.006628787878787879||0.006628787878787879
午後は○○おもいッきりテレビ||1055||1055||0||0||0.0||0.0
日本の女性専用車両||1054||1054||6||6||0.0056925996204933585||0.0056925996204933585
保志総一朗||1053||1053||7||7||0.006647673314339981||0.006647673314339981
広島東洋カープ||1052||1052||6||6||0.005703422053231939||0.005703422053231939
小笠原道大||1052||1052||13||13||0.012357414448669201||0.012357414448669201
東急東横線||1051||1051||7||7||0.006660323501427212||0.006660323501427212
