
Page||Recent Revisions||Total Revisions||Recent Reverts||Total Reverts||Recent Contention||Total Contention
機動戦士ガンダム00||3675||3675||78||78||0.02122448979591837||0.02122448979591837
テレビ東京||3663||3663||37||37||0.010101010101010102||0.010101010101010102
クイズ!ヘキサゴンII/log20090401||3650||3650||31||31||0.008493150684931507||0.008493150684931507
ONE PIECEの登場人物一覧||3640||3640||247||247||0.06785714285714285||0.06785714285714285
モンスターハンターのモンスター一覧||3635||3635||43||43||0.011829436038514442||0.011829436038514442
広島県出身の人物一覧||3631||3631||4||4||0.001101624896722666||0.001101624896722666
獣電戦隊キョウリュウジャー||3629||3629||108||108||0.029760264535684762||0.029760264535684762
国鉄485系電車||3627||3627||48||48||0.013234077750206782||0.013234077750206782
相棒の登場人物/history20190113||3626||3626||84||84||0.023166023166023165||0.023166023166023165
コードギアス 反逆のルルーシュ/log20080407||3610||3610||21||21||0.005817174515235457||0.005817174515235457
日本/log20090827||3601||3601||74||74||0.02054984726464871||0.02054984726464871
家庭教師ヒットマンREBORN!/log20100415||3591||3591||128||128||0.03564466722361459||0.03564466722361459
テニスの王子様の登場人物/log20120614||3586||3586||11||11||0.003067484662576687||0.003067484662576687
ジャニーズJr.||3580||3580||73||73||0.020391061452513966||0.020391061452513966
そこまで言って委員会NP||3575||3575||45||45||0.012587412587412588||0.012587412587412588
黒子のバスケ||3573||3573||81||81||0.022670025188916875||0.022670025188916875
大喜利 (笑点)||3550||3550||112||112||0.031549295774647886||0.031549295774647886
プレイステーション3/log20100415||3548||3548||50||50||0.014092446448703494||0.014092446448703494
仮面ライダーオーズ/OOO/log20120616||3547||3547||81||81||0.022836199605300252||0.022836199605300252
SMAP||3547||3547||91||91||0.025655483507189172||0.025655483507189172
D.Gray-man||3529||3529||21||21||0.005950694247662227||0.005950694247662227
愛知県出身の人物一覧||3514||3514||28||28||0.00796812749003984||0.00796812749003984
アメリカ横断ウルトラクイズ||3514||3514||16||16||0.004553215708594195||0.004553215708594195
ZIP!/history20181110||3507||3507||63||63||0.017964071856287425||0.017964071856287425
ネプリーグ/log20091026||3501||3501||10||10||0.0028563267637817767||0.0028563267637817767
早稲田大学の人物一覧||3498||3498||24||24||0.00686106346483705||0.00686106346483705
涼宮ハルヒシリーズ/log20090701||3492||3492||76||76||0.021764032073310423||0.021764032073310423
福山潤||3483||3483||86||86||0.024691358024691357||0.024691358024691357
エンタの神様/log20091223||3480||3480||28||28||0.008045977011494253||0.008045977011494253
ドラえもん||3473||3473||146||146||0.042038583357327956||0.042038583357327956
日本航空123便墜落事故||3467||3467||60||60||0.017306028266512834||0.017306028266512834
破面||3453||3453||21||21||0.006081668114682885||0.006081668114682885
NARUTO -ナルト-||3449||3449||47||47||0.0136271383009568||0.0136271383009568
静岡市||3449||3449||37||37||0.01072774717309365||0.01072774717309365
トヨタ自動車||3448||3448||103||103||0.029872389791183295||0.029872389791183295
明石家さんま||3445||3445||61||61||0.017706821480406386||0.017706821480406386
北海道日本ハムファイターズ||3436||3436||59||59||0.017171129220023285||0.017171129220023285
ケロロ軍曹の登場人物一覧/log20090210||3436||3436||5||5||0.0014551804423748546||0.0014551804423748546
VS嵐||3432||3432||50||50||0.014568764568764568||0.014568764568764568
天装戦隊ゴセイジャー||3416||3416||75||75||0.021955503512880562||0.021955503512880562
めざましテレビ/history20190417||3401||3401||51||51||0.014995589532490444||0.014995589532490444
関西国際空港||3394||3394||29||29||0.00854449027695934||0.00854449027695934
B'z||3388||3388||119||119||0.03512396694214876||0.03512396694214876
SKE48||3387||3387||175||175||0.05166814289932093||0.05166814289932093
ドラゴンボール||3366||3366||120||120||0.035650623885918005||0.035650623885918005
クレヨンしんちゃん||3358||3358||30||30||0.008933889219773675||0.008933889219773675
めちゃ×2イケてるッ!||3353||3353||71||71||0.021175067104085895||0.021175067104085895
東京都出身の人物一覧||3350||3350||6||6||0.001791044776119403||0.001791044776119403
水樹奈々||3338||3338||149||149||0.04463750748951468||0.04463750748951468
中部日本放送||3326||3326||13||13||0.0039085989176187615||0.0039085989176187615
NHK紅白歌合戦||3326||3326||112||112||0.03367408298256164||0.03367408298256164
DEATH NOTEの登場人物||3321||3321||16||16||0.004817825956037338||0.004817825956037338
日本体育大学||3321||3321||7||7||0.0021077988557663355||0.0021077988557663355
WWEに所属する人物一覧||3312||3312||9||9||0.002717391304347826||0.002717391304347826
福岡ソフトバンクホークス||3303||3303||51||51||0.015440508628519528||0.015440508628519528
日本プロサッカーリーグ||3301||3301||67||67||0.020296879733414118||0.020296879733414118
ケロロ軍曹||3286||3286||20||20||0.006086427267194157||0.006086427267194157
平成||3283||3283||59||59||0.017971367651538228||0.017971367651538228
成田国際空港||3281||3281||46||46||0.014020115818348064||0.014020115818348064
サザエさんの登場人物||3280||3280||122||122||0.03719512195121951||0.03719512195121951
SAMURAI BASEBALL||3276||3276||17||17||0.005189255189255189||0.005189255189255189
UHFアニメ||3272||3272||11||11||0.0033618581907090463||0.0033618581907090463
水戸黄門 (パナソニック ドラマシアター)||3263||3263||13||13||0.00398406374501992||0.00398406374501992
クイズダービー||3255||3255||60||60||0.018433179723502304||0.018433179723502304
宇宙戦艦ヤマト2199||3254||3254||23||23||0.007068223724646589||0.007068223724646589
ズームイン!!SUPER/log20091228||3247||3247||8||8||0.0024638127502309825||0.0024638127502309825
仙台市||3238||3238||45||45||0.013897467572575664||0.013897467572575664
Axis powers ヘタリア||3234||3234||37||37||0.011440940012368584||0.011440940012368584
鈴村健一||3233||3233||49||49||0.015156201670275286||0.015156201670275286
二宮和也||3224||3224||138||138||0.042803970223325064||0.042803970223325064
クイズ!ヘキサゴンII||3224||3224||131||131||0.040632754342431764||0.040632754342431764
毎日放送||3219||3219||27||27||0.008387698042870456||0.008387698042870456
水曜どうでしょう||3208||3208||18||18||0.005610972568578554||0.005610972568578554
櫻井孝宏||3206||3206||66||66||0.020586400499064253||0.020586400499064253
TBSテレビ||3196||3196||76||76||0.023779724655819776||0.023779724655819776
麻生太郎||3185||3185||118||118||0.03704866562009419||0.03704866562009419
大韓民国||3184||3184||118||118||0.03706030150753769||0.03706030150753769
とある魔術の禁書目録||3183||3183||141||141||0.04429783223374175||0.04429783223374175
明治大学||3172||3172||49||49||0.01544766708701135||0.01544766708701135
中部国際空港||3151||3151||42||42||0.013329101872421454||0.013329101872421454
福岡県出身の人物一覧||3149||3149||39||39||0.012384884090187362||0.012384884090187362
日本の漫画家一覧||3142||3142||3||3||9.548058561425843E-4||9.548058561425843E-4
東京大学の人物一覧||3138||3138||21||21||0.006692160611854685||0.006692160611854685
ハピネスチャージプリキュア!||3135||3135||119||119||0.0379585326953748||0.0379585326953748
帝京大学||3133||3133||70||70||0.022342802425789978||0.022342802425789978
こちら葛飾区亀有公園前派出所||3133||3133||41||41||0.013086498563676987||0.013086498563676987
DEATH NOTE||3127||3127||44||44||0.014070994563479372||0.014070994563479372
M-1グランプリ||3116||3116||24||24||0.007702182284980745||0.007702182284980745
千葉ロッテマリーンズ||3090||3090||69||69||0.02233009708737864||0.02233009708737864
仮面ライダーカブト||3088||3088||48||48||0.015544041450777202||0.015544041450777202
日本テレビ放送網||3082||3082||25||25||0.008111615833874108||0.008111615833874108
週刊少年ジャンプ||3079||3079||53||53||0.017213380967846702||0.017213380967846702
ハロー!プロジェクト||3078||3078||50||50||0.016244314489928524||0.016244314489928524
仮面ライダーシリーズ登場怪人一覧||3077||3077||141||141||0.04582385440363991||0.04582385440363991
オールナイトニッポン||3060||3060||28||28||0.009150326797385621||0.009150326797385621
浦和レッドダイヤモンズ||3057||3057||46||46||0.015047432122996402||0.015047432122996402
スーパーベースボール (テレビ朝日系列)||3044||3044||10||10||0.0032851511169513796||0.0032851511169513796
マイケル・ジャクソン||3039||3039||77||77||0.02533728200065811||0.02533728200065811
日本共産党||3031||3031||73||73||0.024084460574067965||0.024084460574067965
安倍晋三||3029||3029||186||186||0.06140640475404424||0.06140640475404424
日本放送協会||3023||3023||89||89||0.029440952695997353||0.029440952695997353
仮面ライダーウィザード||3021||3021||98||98||0.03243958953988745||0.03243958953988745
嵐 (グループ)||3020||3020||138||138||0.0456953642384106||0.0456953642384106
ケロロ軍曹 (アニメ)||3019||3019||32||32||0.010599536270288175||0.010599536270288175
ドラえもん (1979年のテレビアニメ)||3017||3017||37||37||0.012263838249917136||0.012263838249917136
鹿島アントラーズ||3004||3004||51||51||0.016977363515312916||0.016977363515312916
横浜DeNAベイスターズ||3004||3004||72||72||0.023968042609853527||0.023968042609853527
石田彰||3000||3000||24||24||0.008||0.008
ジャニーズ事務所||2994||2994||58||58||0.019372077488309953||0.019372077488309953
慶應義塾大学の人物一覧||2990||2990||52||52||0.017391304347826087||0.017391304347826087
東京放送ホールディングス||2988||2988||32||32||0.0107095046854083||0.0107095046854083
クイズ世界はSHOW by ショーバイ!!||2968||2968||16||16||0.005390835579514825||0.005390835579514825
モヤモヤさまぁ〜ず2||2967||2967||27||27||0.00910010111223458||0.00910010111223458
2014年のテレビ (日本)||2966||2966||7||7||0.0023600809170600135||0.0023600809170600135
海軍 (ONE PIECE)||2959||2959||226||226||0.07637715444406894||0.07637715444406894
獣拳戦隊ゲキレンジャー||2953||2953||38||38||0.012868269556383339||0.012868269556383339
国鉄103系電車||2952||2952||35||35||0.011856368563685637||0.011856368563685637
金色のガッシュ!!の登場人物||2946||2946||12||12||0.004073319755600814||0.004073319755600814
Fun!BASEBALL!!||2945||2945||6||6||0.0020373514431239388||0.0020373514431239388
世界一の一覧||2938||2938||34||34||0.011572498298162015||0.011572498298162015
侍戦隊シンケンジャー||2937||2937||59||59||0.020088525706503234||0.020088525706503234
ハヤテのごとく!の登場人物||2936||2936||96||96||0.0326975476839237||0.0326975476839237
とある魔術の禁書目録の登場人物||2930||2930||158||158||0.05392491467576792||0.05392491467576792
魔人探偵脳噛ネウロ||2909||2909||10||10||0.0034376074252320385||0.0034376074252320385
探偵!ナイトスクープ||2907||2907||21||21||0.007223942208462332||0.007223942208462332
らき☆すた||2906||2906||30||30||0.01032346868547832||0.01032346868547832
FAIRY TAILの登場人物||2897||2897||112||112||0.03866068346565413||0.03866068346565413
ウルトラマン||2884||2884||59||59||0.020457697642163663||0.020457697642163663
逆転裁判||2883||2883||38||38||0.013180714533472077||0.013180714533472077
森川智之||2876||2876||39||39||0.013560500695410291||0.013560500695410291
スマイルプリキュア!||2876||2876||117||117||0.04068150208623088||0.04068150208623088
全国高等学校クイズ選手権||2872||2872||64||64||0.022284122562674095||0.022284122562674095
グルメチキンレース・ゴチになります!||2872||2872||28||28||0.009749303621169917||0.009749303621169917
龍が如くシリーズの登場人物||2871||2871||26||26||0.009056078021595262||0.009056078021595262
東京駅||2860||2860||85||85||0.02972027972027972||0.02972027972027972
轟轟戦隊ボウケンジャー||2856||2856||33||33||0.011554621848739496||0.011554621848739496
古畑任三郎||2850||2850||21||21||0.007368421052631579||0.007368421052631579
手塚治虫||2846||2846||32||32||0.011243851018973999||0.011243851018973999
ダウンタウンのガキの使いやあらへんで!||2845||2845||34||34||0.01195079086115993||0.01195079086115993
東北楽天ゴールデンイーグルス||2844||2844||68||68||0.02390998593530239||0.02390998593530239
ローゼンメイデン/history 20130917||2843||2843||43||43||0.015124868097080548||0.015124868097080548
錦戸亮||2840||2840||55||55||0.01936619718309859||0.01936619718309859
サザエさん (テレビアニメ)||2836||2836||103||103||0.03631875881523272||0.03631875881523272
キン肉マンの登場人物||2831||2831||15||15||0.005298481102084069||0.005298481102084069
全日本プロレス||2821||2821||8||8||0.002835873803615739||0.002835873803615739
仮面ライダードライブ||2818||2818||108||108||0.0383250532292406||0.0383250532292406
THE IDOLM@STERの登場人物||2810||2810||111||111||0.039501779359430604||0.039501779359430604
バンプレストオリジナルのキャラクター一覧||2810||2810||5||5||0.0017793594306049821||0.0017793594306049821
SCHOOL OF LOCK!||2805||2805||19||19||0.006773618538324421||0.006773618538324421
沢城みゆき||2805||2805||82||82||0.02923351158645276||0.02923351158645276
杉田智和||2803||2803||64||64||0.022832679272208348||0.022832679272208348
王貞治||2802||2802||39||39||0.013918629550321198||0.013918629550321198
ポルノグラフィティ||2798||2798||53||53||0.018942101501072194||0.018942101501072194
松井秀喜||2795||2795||90||90||0.03220035778175313||0.03220035778175313
新潟市||2788||2788||32||32||0.011477761836441894||0.011477761836441894
世界平和統一家庭連合||2779||2779||76||76||0.02734796689456639||0.02734796689456639
織田信長||2777||2777||77||77||0.02772776377385668||0.02772776377385668
北海道出身の人物一覧||2775||2775||33||33||0.011891891891891892||0.011891891891891892
FNNスーパーニュース||2774||2774||18||18||0.006488824801730353||0.006488824801730353
大野智||2755||2755||99||99||0.035934664246823955||0.035934664246823955
浪川大輔||2752||2752||45||45||0.016351744186046513||0.016351744186046513
法政大学の人物一覧||2751||2751||10||10||0.0036350418029807343||0.0036350418029807343
おはスタ||2749||2749||34||34||0.012368133866860677||0.012368133866860677
2006年||2749||2749||41||41||0.014914514368861403||0.014914514368861403
堀江由衣||2748||2748||47||47||0.01710334788937409||0.01710334788937409
宮野真守||2738||2738||50||50||0.018261504747991233||0.018261504747991233
ちびまる子ちゃんの登場人物||2735||2735||65||65||0.02376599634369287||0.02376599634369287
スーパーJチャンネル||2731||2731||35||35||0.012815818381545222||0.012815818381545222
東京ヤクルトスワローズ||2726||2726||63||63||0.023110785033015408||0.023110785033015408
ONE PIECE (アニメ)||2724||2724||72||72||0.02643171806167401||0.02643171806167401
まれ||2722||2722||68||68||0.024981631153563555||0.024981631153563555
Run for money 逃走中||2716||2716||62||62||0.022827687776141383||0.022827687776141383
ポケットモンスター (アニメ)||2712||2712||32||32||0.011799410029498525||0.011799410029498525
日本航空||2706||2706||54||54||0.019955654101995565||0.019955654101995565
おかあさんといっしょ||2705||2705||34||34||0.012569316081330868||0.012569316081330868
京都放送||2705||2705||12||12||0.0044362292051756||0.0044362292051756
Au (携帯電話)||2701||2701||49||49||0.01814142910033321||0.01814142910033321
能登麻美子||2699||2699||44||44||0.016302334197851057||0.016302334197851057
菅直人||2698||2698||137||137||0.05077835433654559||0.05077835433654559
魔法少女まどか☆マギカ||2693||2693||161||161||0.05978462681024879||0.05978462681024879
桃太郎電鉄シリーズ||2691||2691||12||12||0.004459308807134894||0.004459308807134894
AKB48のオールナイトニッポン||2691||2691||126||126||0.046822742474916385||0.046822742474916385
前田敦子||2690||2690||320||320||0.11895910780669144||0.11895910780669144
スッキリ (テレビ番組)||2688||2688||35||35||0.013020833333333334||0.013020833333333334
秋田放送||2687||2687||3||3||0.0011164867882396724||0.0011164867882396724
タモリ||2684||2684||72||72||0.026825633383010434||0.026825633383010434
浅田真央||2682||2682||81||81||0.030201342281879196||0.030201342281879196
機動戦士ガンダムAGE||2678||2678||84||84||0.03136669156086632||0.03136669156086632
野球道 (フジテレビ系列)||2676||2676||9||9||0.0033632286995515697||0.0033632286995515697
行列のできる法律相談所||2675||2675||104||104||0.0388785046728972||0.0388785046728972
子安武人||2672||2672||26||26||0.009730538922155689||0.009730538922155689
吉本総合芸能学院||2670||2670||17||17||0.006367041198501872||0.006367041198501872
ダンボール戦機||2663||2663||41||41||0.015396169733383402||0.015396169733383402
新宿駅||2657||2657||43||43||0.01618366578848325||0.01618366578848325
Perfume||2657||2657||101||101||0.03801279638690252||0.03801279638690252
GTO (漫画)||2649||2649||25||25||0.009437523593808984||0.009437523593808984
仮面ライダーディケイド||2649||2649||106||106||0.04001510003775009||0.04001510003775009
しゅごキャラ!||2646||2646||19||19||0.007180650037792895||0.007180650037792895
トリビアの泉 〜素晴らしきムダ知識〜||2645||2645||23||23||0.008695652173913044||0.008695652173913044
SLAM DUNKの登場人物||2645||2645||21||21||0.007939508506616257||0.007939508506616257
山下達郎||2644||2644||28||28||0.01059001512859304||0.01059001512859304
ドキドキ!プリキュア||2644||2644||47||47||0.01777609682299546||0.01777609682299546
めだかボックス||2634||2634||91||91||0.03454821564160972||0.03454821564160972
北海道放送||2629||2629||3||3||0.0011411182959300114||0.0011411182959300114
日産自動車||2623||2623||32||32||0.012199771254288982||0.012199771254288982
Dr.スランプ||2622||2622||28||28||0.010678871090770405||0.010678871090770405
中日ドラゴンズ||2621||2621||56||56||0.021365890881343||0.021365890881343
新幹線||2616||2616||49||49||0.018730886850152905||0.018730886850152905
ガンダムシリーズの登場機動兵器一覧||2616||2616||13||13||0.004969418960244648||0.004969418960244648
大阪府出身の人物一覧||2615||2615||8||8||0.0030592734225621415||0.0030592734225621415
小野大輔||2615||2615||22||22||0.008413001912045888||0.008413001912045888
FNS27時間テレビ||2614||2614||12||12||0.0045906656465187455||0.0045906656465187455
やしきたかじん||2611||2611||55||55||0.02106472615855994||0.02106472615855994
オリックス・バファローズ||2605||2605||40||40||0.015355086372360844||0.015355086372360844
自由民主党 (日本)||2604||2604||64||64||0.02457757296466974||0.02457757296466974
広島東洋カープ||2600||2600||67||67||0.02576923076923077||0.02576923076923077
神谷浩史||2598||2598||32||32||0.012317167051578136||0.012317167051578136
暁 (NARUTO)||2596||2596||84||84||0.032357473035439135||0.032357473035439135
2005年||2594||2594||25||25||0.00963762528912876||0.00963762528912876
釘宮理恵||2589||2589||65||65||0.025106218617226728||0.025106218617226728
ONE PIECE||2588||2588||321||321||0.12403400309119011||0.12403400309119011
Hey! Say! JUMP||2586||2586||118||118||0.04563031709203403||0.04563031709203403
平野綾||2583||2583||157||157||0.06078203639179249||0.06078203639179249
朝ズバッ!||2582||2582||37||37||0.014329976762199844||0.014329976762199844
都市伝説一覧||2572||2572||42||42||0.016329704510108865||0.016329704510108865
徳川家康||2569||2569||104||104||0.04048267808485792||0.04048267808485792
浜松市||2565||2565||35||35||0.01364522417153996||0.01364522417153996
声優||2560||2560||33||33||0.012890625||0.012890625
橋下徹||2558||2558||86||86||0.033620015637216574||0.033620015637216574
イチロー||2553||2553||124||124||0.04857030943987466||0.04857030943987466
千葉テレビ放送||2552||2552||7||7||0.00274294670846395||0.00274294670846395
福山市||2549||2549||8||8||0.003138485680659082||0.003138485680659082
創価学会||2548||2548||237||237||0.09301412872841444||0.09301412872841444
ゲゲゲの鬼太郎 (アニメ)||2545||2545||22||22||0.008644400785854617||0.008644400785854617
灼眼のシャナ||2541||2541||28||28||0.011019283746556474||0.011019283746556474
こちら葛飾区亀有公園前派出所の登場人物||2539||2539||62||62||0.024419062623079954||0.024419062623079954
家庭教師ヒットマンREBORN!の登場人物||2538||2538||34||34||0.013396375098502758||0.013396375098502758
BUMP OF CHICKEN||2537||2537||71||71||0.02798581001182499||0.02798581001182499
SoftBank (携帯電話)||2532||2532||22||22||0.008688783570300158||0.008688783570300158
2011年のテレビ (日本)||2532||2532||12||12||0.004739336492890996||0.004739336492890996
ドラえもんの登場人物一覧||2531||2531||83||83||0.032793362307388385||0.032793362307388385
戦国BASARAの登場人物||2531||2531||45||45||0.017779533781114184||0.017779533781114184
東北地方太平洋沖地震||2531||2531||73||73||0.02884235480047412||0.02884235480047412
特命戦隊ゴーバスターズ||2521||2521||61||61||0.024196747322491077||0.024196747322491077
東京大学||2512||2512||67||67||0.026671974522292995||0.026671974522292995
マジカル頭脳パワー!!||2507||2507||28||28||0.011168727562824093||0.011168727562824093
東海道新幹線||2506||2506||45||45||0.017956903431763767||0.017956903431763767
デジモン一覧||2504||2504||7||7||0.0027955271565495207||0.0027955271565495207
劇場版 仮面ライダーディケイド オールライダー対大ショッカー||2501||2501||114||114||0.04558176729308277||0.04558176729308277
朝日放送グループホールディングス||2495||2495||33||33||0.013226452905811623||0.013226452905811623
日本||2493||2493||357||357||0.14320096269554752||0.14320096269554752
山下智久||2492||2492||81||81||0.032504012841091494||0.032504012841091494
NMB48||2491||2491||121||121||0.048574869530309116||0.048574869530309116
AKBINGO!||2490||2490||118||118||0.04738955823293173||0.04738955823293173
ダウンタウンのガキの使いやあらへんで!!の企画||2488||2488||21||21||0.008440514469453377||0.008440514469453377
ポケットモンスターSPECIALの登場人物||2487||2487||14||14||0.0056292722155207075||0.0056292722155207075
涼宮ハルヒの憂鬱 (アニメ)||2484||2484||87||87||0.035024154589371984||0.035024154589371984
植田佳奈||2484||2484||70||70||0.02818035426731079||0.02818035426731079
新庄剛志||2483||2483||21||21||0.008457511075312122||0.008457511075312122
連続テレビ小説||2478||2478||67||67||0.027037933817594836||0.027037933817594836
日本のラジオパーソナリティ一覧||2475||2475||5||5||0.00202020202020202||0.00202020202020202
国鉄115系電車||2474||2474||42||42||0.016976556184316895||0.016976556184316895
アニメ+/history20190113||2458||2458||14||14||0.005695687550854353||0.005695687550854353
ハートキャッチプリキュア!||2456||2456||75||75||0.030537459283387622||0.030537459283387622
GLAY||2452||2452||57||57||0.0232463295269168||0.0232463295269168
野村克也||2450||2450||63||63||0.025714285714285714||0.025714285714285714
IBC岩手放送||2450||2450||20||20||0.00816326530612245||0.00816326530612245
サトシ (アニメポケットモンスター)||2437||2437||26||26||0.010668855149774312||0.010668855149774312
小泉純一郎||2434||2434||57||57||0.02341824157764996||0.02341824157764996
クイズタイムショック||2428||2428||14||14||0.005766062602965404||0.005766062602965404
日本の高校野球||2428||2428||57||57||0.023476112026359144||0.023476112026359144
草なぎ剛||2428||2428||76||76||0.03130148270181219||0.03130148270181219
Nスタ||2427||2427||28||28||0.011536876802637||0.011536876802637
嫌韓||2422||2422||99||99||0.04087530966143683||0.04087530966143683
アイシールド21||2422||2422||21||21||0.008670520231213872||0.008670520231213872
遊☆戯☆王5D's||2422||2422||36||36||0.01486374896779521||0.01486374896779521
志田未来||2419||2419||46||46||0.019016122364613478||0.019016122364613478
史上最強の弟子ケンイチの登場人物||2417||2417||38||38||0.015721969383533305||0.015721969383533305
戦国BASARA||2412||2412||29||29||0.012023217247097845||0.012023217247097845
諏訪部順一||2411||2411||23||23||0.00953961012028204||0.00953961012028204
緑川光||2411||2411||24||24||0.009954375777685608||0.009954375777685608
AAA (音楽グループ)||2409||2409||49||49||0.0203403902034039||0.0203403902034039
イナズマイレブン||2403||2403||33||33||0.01373283395755306||0.01373283395755306
機動戦士ガンダム00シリーズの登場兵器||2401||2401||89||89||0.037067888379841735||0.037067888379841735
井上麻里奈||2400||2400||84||84||0.035||0.035
関ジャニ∞||2398||2398||44||44||0.01834862385321101||0.01834862385321101
ダウンタウン (お笑いコンビ)||2395||2395||31||31||0.012943632567849687||0.012943632567849687
全日本空輸||2392||2392||15||15||0.006270903010033445||0.006270903010033445
2007年||2387||2387||46||46||0.019271051529116047||0.019271051529116047
福山雅治||2385||2385||43||43||0.018029350104821804||0.018029350104821804
Fate/stay night||2375||2375||50||50||0.021052631578947368||0.021052631578947368
阪神・淡路大震災||2370||2370||39||39||0.016455696202531647||0.016455696202531647
仮面ライダー||2369||2369||44||44||0.018573237653018153||0.018573237653018153
