
Page||Recent Revisions||Total Revisions||Recent Reverts||Total Reverts||Recent Contention||Total Contention
愛知県出身の人物一覧||2933||2933||14||14||0.00477326968973747||0.00477326968973747
ドラゴンボール||2905||2905||63||63||0.021686746987951807||0.021686746987951807
中部日本放送||2892||2892||8||8||0.0027662517289073307||0.0027662517289073307
毎日放送||2884||2884||18||18||0.0062413314840499305||0.0062413314840499305
水曜どうでしょう||2865||2865||13||13||0.004537521815008726||0.004537521815008726
獣拳戦隊ゲキレンジャー||2852||2852||32||32||0.011220196353436185||0.011220196353436185
こちら葛飾区亀有公園前派出所||2848||2848||30||30||0.010533707865168539||0.010533707865168539
テレビ神奈川||2844||2844||14||14||0.004922644163150493||0.004922644163150493
トヨタ自動車||2842||2842||78||78||0.02744546094299789||0.02744546094299789
仮面ライダーシリーズ||2838||2838||50||50||0.017618040873854827||0.017618040873854827
仙台市||2838||2838||30||30||0.010570824524312896||0.010570824524312896
明石家さんま||2822||2822||29||29||0.010276399716513111||0.010276399716513111
二宮和也||2821||2821||99||99||0.03509393831974477||0.03509393831974477
早稲田大学の人物一覧||2818||2818||10||10||0.0035486160397444995||0.0035486160397444995
魔人探偵脳噛ネウロ||2815||2815||8||8||0.002841918294849023||0.002841918294849023
静岡市||2814||2814||17||17||0.006041222459132907||0.006041222459132907
東京放送ホールディングス||2811||2811||29||29||0.01031661330487371||0.01031661330487371
めちゃ×2イケてるッ!||2803||2803||31||31||0.011059579022475919||0.011059579022475919
クイズ世界はSHOW by ショーバイ!!||2791||2791||11||11||0.003941239699032604||0.003941239699032604
名探偵コナンの登場人物/history20180113||2784||2784||44||44||0.015804597701149427||0.015804597701149427
らき☆すた||2778||2778||29||29||0.010439164866810655||0.010439164866810655
奥州市||2777||2777||6||6||0.0021606049693914295||0.0021606049693914295
仮面ライダーカブト||2775||2775||32||32||0.011531531531531532||0.011531531531531532
東京大学の人物一覧||2772||2772||13||13||0.00468975468975469||0.00468975468975469
オールスター感謝祭/history20190417||2766||2766||23||23||0.008315256688358641||0.008315256688358641
ケロロ軍曹 (アニメ)||2766||2766||20||20||0.0072306579898770785||0.0072306579898770785
パネルクイズ アタック25||2762||2762||46||46||0.0166545981173063||0.0166545981173063
フジテレビジョン||2757||2757||11||11||0.003989844033369605||0.003989844033369605
クイズダービー||2751||2751||31||31||0.011268629589240277||0.011268629589240277
SMAP||2726||2726||41||41||0.01504035216434336||0.01504035216434336
日本の漫画家一覧||2725||2725||3||3||0.0011009174311926607||0.0011009174311926607
ハヤテのごとく!の登場人物||2722||2722||95||95||0.034900808229243206||0.034900808229243206
麻生太郎||2722||2722||72||72||0.02645113886847906||0.02645113886847906
轟轟戦隊ボウケンジャー||2713||2713||20||20||0.007371913011426466||0.007371913011426466
福山潤||2711||2711||30||30||0.011066027296200664||0.011066027296200664
M-1グランプリ||2698||2698||18||18||0.006671608598962194||0.006671608598962194
2006年||2697||2697||37||37||0.013718946978123842||0.013718946978123842
侍戦隊シンケンジャー||2697||2697||48||48||0.017797552836484983||0.017797552836484983
Axis powers ヘタリア||2687||2687||25||25||0.009304056568663937||0.009304056568663937
トリコ||2673||2673||42||42||0.015712682379349047||0.015712682379349047
ローゼンメイデン/history 20130917||2664||2664||37||37||0.013888888888888888||0.013888888888888888
古畑任三郎||2653||2653||13||13||0.004900113079532605||0.004900113079532605
金色のガッシュ!!の登場人物||2653||2653||10||10||0.003769317753486619||0.003769317753486619
銀魂の登場人物一覧||2652||2652||26||26||0.00980392156862745||0.00980392156862745
ハロー!プロジェクト||2649||2649||36||36||0.013590033975084938||0.013590033975084938
大韓民国||2641||2641||60||60||0.022718667171525937||0.022718667171525937
国鉄103系電車||2639||2639||17||17||0.006441834028040924||0.006441834028040924
とある魔術の禁書目録||2635||2635||102||102||0.03870967741935484||0.03870967741935484
錦戸亮||2634||2634||42||42||0.015945330296127564||0.015945330296127564
世界一の一覧||2611||2611||27||27||0.010340865568747606||0.010340865568747606
鈴村健一||2610||2610||33||33||0.01264367816091954||0.01264367816091954
ジャニーズ事務所||2609||2609||36||36||0.013798390187811422||0.013798390187811422
モンスターハンターのモンスター一覧||2608||2608||31||31||0.011886503067484663||0.011886503067484663
日本放送協会||2566||2566||53||53||0.020654715510522212||0.020654715510522212
日本プロサッカーリーグ||2561||2561||49||49||0.019133151112846546||0.019133151112846546
しゅごキャラ!||2554||2554||16||16||0.006264682850430697||0.006264682850430697
SAMURAI BASEBALL||2548||2548||7||7||0.0027472527472527475||0.0027472527472527475
週刊少年ジャンプ||2543||2543||35||35||0.013763271726307511||0.013763271726307511
浦和レッドダイヤモンズ||2531||2531||29||29||0.011457921770051362||0.011457921770051362
日本テレビ放送網||2526||2526||9||9||0.0035629453681710215||0.0035629453681710215
北海道日本ハムファイターズ||2499||2499||28||28||0.011204481792717087||0.011204481792717087
日本共産党||2491||2491||37||37||0.014853472501003613||0.014853472501003613
デジモン一覧||2490||2490||7||7||0.002811244979919679||0.002811244979919679
京都放送||2487||2487||6||6||0.0024125452352231603||0.0024125452352231603
とある魔術の禁書目録の登場人物||2485||2485||113||113||0.0454728370221328||0.0454728370221328
バンプレストオリジナルのキャラクター一覧||2467||2467||5||5||0.002026753141467369||0.002026753141467369
2005年||2460||2460||18||18||0.007317073170731708||0.007317073170731708
家庭教師ヒットマンREBORN!の登場人物||2459||2459||34||34||0.013826758845058967||0.013826758845058967
ONE PIECEの登場人物一覧||2459||2459||155||155||0.06303375355835705||0.06303375355835705
福岡県出身の人物一覧||2429||2429||18||18||0.007410456978180321||0.007410456978180321
灼眼のシャナ||2424||2424||25||25||0.010313531353135313||0.010313531353135313
THE IDOLM@STERの登場人物||2422||2422||98||98||0.04046242774566474||0.04046242774566474
マイケル・ジャクソン||2419||2419||47||47||0.019429516329061595||0.019429516329061595
キン肉マンの登場人物||2411||2411||6||6||0.002488593944421402||0.002488593944421402
FNS27時間テレビ||2411||2411||6||6||0.002488593944421402||0.002488593944421402
千葉ロッテマリーンズ||2401||2401||45||45||0.018742190753852563||0.018742190753852563
探偵!ナイトスクープ||2399||2399||5||5||0.0020842017507294707||0.0020842017507294707
全国高等学校クイズ選手権||2396||2396||39||39||0.0162771285475793||0.0162771285475793
北海道放送||2387||2387||3||3||0.0012568077084206116||0.0012568077084206116
NHK紅白歌合戦||2386||2386||64||64||0.026823134953897737||0.026823134953897737
涼宮ハルヒの憂鬱 (アニメ)||2375||2375||84||84||0.03536842105263158||0.03536842105263158
石田彰||2372||2372||17||17||0.007166947723440135||0.007166947723440135
Au (携帯電話)||2368||2368||44||44||0.018581081081081082||0.018581081081081082
ドラえもん (1979年のテレビアニメ)||2364||2364||16||16||0.00676818950930626||0.00676818950930626
VS嵐||2364||2364||25||25||0.010575296108291032||0.010575296108291032
海賊 (ONE PIECE)/history20180113||2364||2364||70||70||0.02961082910321489||0.02961082910321489
アイシールド21||2358||2358||20||20||0.008481764206955046||0.008481764206955046
スーパーベースボール (テレビ朝日系列)||2349||2349||2||2||8.514261387824606E-4||8.514261387824606E-4
浅田真央||2347||2347||71||71||0.030251384746484873||0.030251384746484873
SLAM DUNKの登場人物||2335||2335||15||15||0.006423982869379015||0.006423982869379015
櫻井孝宏||2329||2329||36||36||0.015457277801631602||0.015457277801631602
ポルノグラフィティ||2328||2328||38||38||0.01632302405498282||0.01632302405498282
トリビアの泉 〜素晴らしきムダ知識〜||2325||2325||14||14||0.006021505376344086||0.006021505376344086
イナズマイレブン||2323||2323||27||27||0.01162290142057684||0.01162290142057684
仮面ライダーシリーズ登場怪人一覧||2319||2319||118||118||0.05088400172488142||0.05088400172488142
オールナイトニッポン||2318||2318||11||11||0.004745470232959448||0.004745470232959448
2007年||2318||2318||39||39||0.016824849007765316||0.016824849007765316
中部国際空港||2316||2316||27||27||0.011658031088082901||0.011658031088082901
世界平和統一家庭連合||2307||2307||37||37||0.016038144776766364||0.016038144776766364
東京駅||2301||2301||40||40||0.017383746197305518||0.017383746197305518
都市伝説一覧||2299||2299||26||26||0.011309264897781644||0.011309264897781644
逆転裁判||2296||2296||30||30||0.013066202090592335||0.013066202090592335
志田未来||2290||2290||41||41||0.017903930131004366||0.017903930131004366
日産自動車||2289||2289||18||18||0.007863695937090432||0.007863695937090432
D.Gray-manの登場人物||2288||2288||28||28||0.012237762237762238||0.012237762237762238
福山市||2283||2283||3||3||0.001314060446780552||0.001314060446780552
鋼の錬金術師の登場人物一覧/history 20120609||2283||2283||18||18||0.00788436268068331||0.00788436268068331
慶應義塾大学の人物一覧||2282||2282||40||40||0.017528483786152498||0.017528483786152498
ウルトラマン||2278||2278||40||40||0.01755926251097454||0.01755926251097454
大野智||2274||2274||63||63||0.027704485488126648||0.027704485488126648
さよなら絶望先生||2273||2273||23||23||0.010118785745710514||0.010118785745710514
堀江由衣||2269||2269||39||39||0.017188188629352136||0.017188188629352136
福岡ソフトバンクホークス||2251||2251||19||19||0.008440693025322079||0.008440693025322079
ガンダムシリーズの登場機動兵器一覧||2242||2242||10||10||0.0044603033006244425||0.0044603033006244425
劇場版 仮面ライダーディケイド オールライダー対大ショッカー||2237||2237||109||109||0.048725972284309346||0.048725972284309346
ポケットモンスター (アニメ)||2236||2236||19||19||0.00849731663685152||0.00849731663685152
みんなが出るテレビ||2231||2231||5||5||0.0022411474675033617||0.0022411474675033617
松井秀喜||2230||2230||57||57||0.025560538116591928||0.025560538116591928
朝日放送グループホールディングス||2229||2229||12||12||0.005383580080753701||0.005383580080753701
テニスの王子様||2228||2228||38||38||0.017055655296229804||0.017055655296229804
ゲゲゲの鬼太郎 (アニメ)||2221||2221||2||2||9.004952723998199E-4||9.004952723998199E-4
SCHOOL OF LOCK!||2219||2219||11||11||0.004957187922487607||0.004957187922487607
新宿駅||2216||2216||27||27||0.012184115523465704||0.012184115523465704
声優||2213||2213||17||17||0.0076818798011748755||0.0076818798011748755
GTO (漫画)||2213||2213||5||5||0.0022593764121102574||0.0022593764121102574
遊☆戯☆王デュエルモンスターズGXの登場人物||2210||2210||10||10||0.004524886877828055||0.004524886877828055
BUMP OF CHICKEN||2206||2206||55||55||0.024932003626473256||0.024932003626473256
菅直人||2205||2205||96||96||0.04353741496598639||0.04353741496598639
SoftBank (携帯電話)||2203||2203||20||20||0.009078529278256923||0.009078529278256923
KAT-TUN||2201||2201||44||44||0.019990913221263062||0.019990913221263062
桃太郎電鉄シリーズ||2197||2197||8||8||0.0036413290851160674||0.0036413290851160674
TBSテレビ||2196||2196||56||56||0.025500910746812388||0.025500910746812388
新潟市||2187||2187||21||21||0.009602194787379973||0.009602194787379973
機動戦士ガンダム00シリーズの登場兵器||2187||2187||82||82||0.037494284407864654||0.037494284407864654
遊☆戯☆王5D's||2182||2182||23||23||0.010540788267644362||0.010540788267644362
鹿島アントラーズ||2176||2176||36||36||0.016544117647058824||0.016544117647058824
ヤッターマン||2176||2176||10||10||0.004595588235294118||0.004595588235294118
ハヤテのごとく!||2176||2176||31||31||0.014246323529411764||0.014246323529411764
めざましテレビ/history20190417||2175||2175||19||19||0.008735632183908045||0.008735632183908045
WWEに所属する人物一覧||2175||2175||4||4||0.0018390804597701149||0.0018390804597701149
王貞治||2173||2173||20||20||0.009203865623561895||0.009203865623561895
コロンビア大学||2173||2173||8||8||0.0036815462494247586||0.0036815462494247586
暁 (NARUTO)||2171||2171||58||58||0.026715799170888992||0.026715799170888992
海軍 (ONE PIECE)||2169||2169||163||163||0.07514983863531581||0.07514983863531581
水樹奈々||2168||2168||59||59||0.0272140221402214||0.0272140221402214
クイズタイムショック||2163||2163||12||12||0.005547850208044383||0.005547850208044383
東京大学||2162||2162||56||56||0.025901942645698426||0.025901942645698426
森一夫||2160||2160||12||12||0.005555555555555556||0.005555555555555556
能登麻美子||2159||2159||23||23||0.010653080129689671||0.010653080129689671
2011年のテレビ (日本)||2156||2156||10||10||0.00463821892393321||0.00463821892393321
植田佳奈||2153||2153||56||56||0.026010218300046448||0.026010218300046448
慶應義塾大学/history20130405||2149||2149||62||62||0.0288506281991624||0.0288506281991624
マジカル頭脳パワー!!||2147||2147||14||14||0.006520726595249185||0.006520726595249185
Fun!BASEBALL!!||2145||2145||4||4||0.0018648018648018648||0.0018648018648018648
鉄道事故||2130||2130||16||16||0.007511737089201878||0.007511737089201878
子安武人||2126||2126||14||14||0.00658513640639699||0.00658513640639699
浜松市||2126||2126||15||15||0.0070555032925682035||0.0070555032925682035
新幹線||2114||2114||26||26||0.01229895931882687||0.01229895931882687
小泉純一郎||2114||2114||38||38||0.017975402081362345||0.017975402081362345
やしきたかじん||2113||2113||25||25||0.011831519167061051||0.011831519167061051
Run for money 逃走中||2111||2111||27||27||0.012790146849834202||0.012790146849834202
タモリ||2110||2110||30||30||0.014218009478672985||0.014218009478672985
平野綾||2108||2108||141||141||0.06688804554079697||0.06688804554079697
横浜DeNAベイスターズ||2106||2106||25||25||0.011870845204178538||0.011870845204178538
Wii/history 20130210||2106||2106||16||16||0.007597340930674264||0.007597340930674264
CLANNAD (ゲーム)||2099||2099||54||54||0.02572653644592663||0.02572653644592663
北海道出身の人物一覧||2098||2098||13||13||0.006196377502383222||0.006196377502383222
マクロスF||2097||2097||30||30||0.01430615164520744||0.01430615164520744
織田信長||2096||2096||34||34||0.016221374045801526||0.016221374045801526
山下智久||2094||2094||56||56||0.026743075453677174||0.026743075453677174
日本航空||2093||2093||38||38||0.018155757286192068||0.018155757286192068
ラジかるッ||2092||2092||4||4||0.0019120458891013384||0.0019120458891013384
嵐 (グループ)||2084||2084||53||53||0.02543186180422265||0.02543186180422265
さよなら絶望先生の登場人物||2082||2082||20||20||0.009606147934678195||0.009606147934678195
行列のできる法律相談所||2081||2081||68||68||0.03267659778952427||0.03267659778952427
サトシ (アニメポケットモンスター)||2081||2081||24||24||0.011532916866890917||0.011532916866890917
ひぐらしのなく頃に||2080||2080||28||28||0.013461538461538462||0.013461538461538462
野村克也||2072||2072||50||50||0.02413127413127413||0.02413127413127413
阪神・淡路大震災||2064||2064||25||25||0.012112403100775194||0.012112403100775194
東北地方太平洋沖地震||2051||2051||57||57||0.02779132130667967||0.02779132130667967
School Days||2050||2050||37||37||0.018048780487804877||0.018048780487804877
仮面ライダー×仮面ライダー W&ディケイド MOVIE大戦2010||2049||2049||39||39||0.01903367496339678||0.01903367496339678
東京ヤクルトスワローズ||2047||2047||34||34||0.016609672691744015||0.016609672691744015
HUNTER×HUNTER||2043||2043||42||42||0.020558002936857563||0.020558002936857563
日本体育大学||2035||2035||3||3||0.0014742014742014742||0.0014742014742014742
平成||2034||2034||33||33||0.016224188790560472||0.016224188790560472
東急田園都市線||2034||2034||40||40||0.01966568338249754||0.01966568338249754
嫌韓||2029||2029||72||72||0.03548546081813701||0.03548546081813701
サンテレビジョン||2028||2028||6||6||0.0029585798816568047||0.0029585798816568047
20世紀少年||2028||2028||30||30||0.014792899408284023||0.014792899408284023
日本一の一覧||2026||2026||18||18||0.008884501480750246||0.008884501480750246
徳川家康||2022||2022||61||61||0.03016815034619189||0.03016815034619189
ONE PIECE (アニメ)||2020||2020||42||42||0.020792079207920793||0.020792079207920793
スーパーロボット大戦シリーズ||2019||2019||16||16||0.0079247152055473||0.0079247152055473
秋田放送||2018||2018||2||2||9.910802775024777E-4||9.910802775024777E-4
関口宏の東京フレンドパークII||2014||2014||24||24||0.011916583912611719||0.011916583912611719
成田国際空港||2013||2013||28||28||0.013909587680079483||0.013909587680079483
北斗の拳||2010||2010||12||12||0.005970149253731343||0.005970149253731343
草なぎ剛||2010||2010||40||40||0.01990049751243781||0.01990049751243781
森川智之||2008||2008||15||15||0.007470119521912351||0.007470119521912351
GLAY||1991||1991||39||39||0.019588146659969864||0.019588146659969864
関西国際空港||1990||1990||11||11||0.005527638190954774||0.005527638190954774
相棒の登場人物/history20190113||1987||1987||45||45||0.02264720684448918||0.02264720684448918
IBC岩手放送||1986||1986||16||16||0.008056394763343404||0.008056394763343404
ダウンタウンのガキの使いやあらへんで!||1986||1986||15||15||0.0075528700906344415||0.0075528700906344415
大阪府出身の人物一覧||1983||1983||3||3||0.0015128593040847202||0.0015128593040847202
東海道新幹線||1983||1983||33||33||0.01664145234493192||0.01664145234493192
MAJORの登場人物||1980||1980||20||20||0.010101010101010102||0.010101010101010102
FNNスーパータイム||1976||1976||3||3||0.0015182186234817814||0.0015182186234817814
朝ズバッ!||1976||1976||21||21||0.01062753036437247||0.01062753036437247
宇多田ヒカル||1975||1975||20||20||0.010126582278481013||0.010126582278481013
Hey! Say! JUMP||1975||1975||48||48||0.02430379746835443||0.02430379746835443
野球道 (フジテレビ系列)||1974||1974||2||2||0.0010131712259371835||0.0010131712259371835
千葉テレビ放送||1973||1973||2||2||0.0010136847440446021||0.0010136847440446021
ポケットモンスターSPECIALの登場人物||1972||1972||9||9||0.004563894523326572||0.004563894523326572
男性差別||1969||1969||78||78||0.03961401726764855||0.03961401726764855
ニッポン放送||1967||1967||2||2||0.0010167768174885613||0.0010167768174885613
自由民主党 (日本)||1967||1967||34||34||0.01728520589730554||0.01728520589730554
天元突破グレンラガン||1964||1964||12||12||0.006109979633401222||0.006109979633401222
広島テレビ放送||1962||1962||5||5||0.0025484199796126403||0.0025484199796126403
釘宮理恵||1953||1953||24||24||0.01228878648233487||0.01228878648233487
サザエさんの登場人物||1952||1952||57||57||0.02920081967213115||0.02920081967213115
サザエさん (テレビアニメ)||1952||1952||39||39||0.019979508196721313||0.019979508196721313
モヤモヤさまぁ〜ず2||1951||1951||25||25||0.012813941568426449||0.012813941568426449
在日韓国・朝鮮人||1949||1949||140||140||0.07183170856849666||0.07183170856849666
ザ・キング・オブ・ファイターズ||1946||1946||4||4||0.0020554984583761563||0.0020554984583761563
マスコットキャラクター一覧||1946||1946||6||6||0.003083247687564234||0.003083247687564234
国鉄113系電車||1940||1940||27||27||0.013917525773195877||0.013917525773195877
杉田智和||1940||1940||38||38||0.01958762886597938||0.01958762886597938
東北楽天ゴールデンイーグルス||1940||1940||19||19||0.00979381443298969||0.00979381443298969
武装錬金||1937||1937||5||5||0.002581311306143521||0.002581311306143521
ビートルズ||1937||1937||29||29||0.014971605575632421||0.014971605575632421
浪川大輔||1935||1935||13||13||0.006718346253229974||0.006718346253229974
都市伝説||1933||1933||15||15||0.007759958613554061||0.007759958613554061
日本語||1930||1930||60||60||0.031088082901554404||0.031088082901554404
アップダウンクイズ||1929||1929||7||7||0.0036288232244686366||0.0036288232244686366
ACジャパン||1928||1928||28||28||0.014522821576763486||0.014522821576763486
はねるのトびら||1928||1928||8||8||0.004149377593360996||0.004149377593360996
2ちゃんねるの歴史||1928||1928||16||16||0.008298755186721992||0.008298755186721992
戦国BASARA||1926||1926||24||24||0.012461059190031152||0.012461059190031152
NTTドコモ||1923||1923||21||21||0.0109204368174727||0.0109204368174727
2ちゃんねる||1923||1923||16||16||0.008320332813312533||0.008320332813312533
Perfume||1922||1922||74||74||0.03850156087408949||0.03850156087408949
ウルトラマンティガの登場怪獣||1921||1921||18||18||0.009370119729307652||0.009370119729307652
法政大学の人物一覧||1916||1916||4||4||0.0020876826722338203||0.0020876826722338203
東京都出身の人物一覧||1913||1913||4||4||0.0020909566126502874||0.0020909566126502874
ウエンツ瑛士||1913||1913||9||9||0.004704652378463147||0.004704652378463147
ボボボーボ・ボーボボ||1912||1912||13||13||0.006799163179916318||0.006799163179916318
一関学院高等学校||1909||1909||10||10||0.005238344683080147||0.005238344683080147
神谷浩史||1907||1907||15||15||0.007865757734661772||0.007865757734661772
日本テレビ制作局制作番組の分野別一覧||1906||1906||2||2||0.001049317943336831||0.001049317943336831
清原和博||1904||1904||24||24||0.012605042016806723||0.012605042016806723
史上最強の弟子ケンイチの登場人物||1898||1898||25||25||0.013171759747102213||0.013171759747102213
くりぃむしちゅーのオールナイトニッポン||1896||1896||13||13||0.006856540084388186||0.006856540084388186
踊る大捜査線||1895||1895||9||9||0.00474934036939314||0.00474934036939314
諏訪部順一||1894||1894||9||9||0.004751847940865892||0.004751847940865892
爆笑オンエアバトル||1893||1893||9||9||0.004754358161648178||0.004754358161648178
全日本空輸||1893||1893||7||7||0.0036978341257263604||0.0036978341257263604
岡田有希子||1891||1891||42||42||0.0222104706504495||0.0222104706504495
ダウンタウンのガキの使いやあらへんで!!の企画||1890||1890||2||2||0.0010582010582010583||0.0010582010582010583
アメリカ合衆国||1886||1886||25||25||0.013255567338282079||0.013255567338282079
若本規夫||1885||1885||22||22||0.011671087533156498||0.011671087533156498
FNNスーパーニュース||1882||1882||9||9||0.004782146652497344||0.004782146652497344
小野大輔||1879||1879||14||14||0.007450771687067589||0.007450771687067589
仮面ライダー||1877||1877||26||26||0.013851891315929675||0.013851891315929675
ハヤテのごとく! (アニメ)||1877||1877||41||41||0.02184336707511987||0.02184336707511987
東海テレビ放送||1875||1875||7||7||0.0037333333333333333||0.0037333333333333333
こちら葛飾区亀有公園前派出所の登場人物||1875||1875||36||36||0.0192||0.0192
中村俊輔||1874||1874||105||105||0.056029882604055496||0.056029882604055496
林原めぐみ||1874||1874||39||39||0.0208110992529349||0.0208110992529349
リンカーン (テレビ番組)||1871||1871||9||9||0.004810261892036344||0.004810261892036344
アンパンマン||1871||1871||20||20||0.010689470871191877||0.010689470871191877
青森テレビ||1870||1870||0||0||0.0||0.0
